KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,-2.0129850948342205,12.8765,12.895,63281.0,67716.0,Pipistrellus pygmaeus,0.241,0.288,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,51840.0,5.33071967756186,18.9655,18.976,46953.0,53923.0,Pipistrellus pipistrellus,0.159,0.209,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,65280.0,6.348230293300778,26.8165,26.8366,64140.0,68825.0,Pipistrellus pygmaeus,0.188,0.219,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,9.310900018690852,29.2025,29.2209,23750.0,26486.0,Nyctalus leisleri,0.231,0.258,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,25920.0,12.772546872627606,32.0805,32.0955,25468.0,29506.0,Nyctalus leisleri,0.199,0.244,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,47040.0,7.78882214748773,43.2365,43.252700000000004,46953.0,48237.0,Pipistrellus pipistrellus,0.147,0.217,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,48000.0,14.45682698010883,49.2255,49.2393,46953.0,49288.0,Pipistrellus pipistrellus,0.191,0.225,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,42.220492023814515,51.1465,51.161,23750.0,26203.0,Nyctalus leisleri,0.295,0.333,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,10.677460952380144,54.5945,54.6085,24609.0,29233.0,Nyctalus leisleri,0.138,0.241,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,43200.0,17.652122864560727,55.808499999999995,55.8198,42656.0,45746.0,Pipistrellus pipistrellus,0.206,0.238,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,23.28370744678481,59.0875,59.0997,23750.0,26907.0,Nyctalus leisleri,0.202,0.252,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,25.566847020395606,64.1305,64.1451,23750.0,26655.0,Nyctalus leisleri,0.242,0.262,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,48000.0,-1.6477593951308718,84.8735,84.88380000000001,46953.0,50234.0,Pipistrellus pipistrellus,0.288,0.345,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,25920.0,6.346199672703971,87.2525,87.2687,25468.0,29065.0,Nyctalus leisleri,0.164,0.212,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,43200.0,7.178460632409191,87.4175,87.4298,42656.0,45059.0,Pipistrellus pipistrellus,0.209,0.225,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,2.9494788117354043,108.5075,108.5198,23750.0,28636.0,Eptesicus serotinus,0.109,0.256,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,21120.0,0.7837021414885427,111.3835,111.4025,22031.0,26079.0,Nyctalus leisleri,0.152,0.277,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,43200.0,9.0798367885435,114.98949999999999,114.9988,42656.0,45896.0,Pipistrellus pipistrellus,0.176,0.237,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,9.565150901341564,115.3215,115.33449999999999,23750.0,25658.0,Nyctalus leisleri,0.226,0.247,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,31.903720858975085,116.47149999999999,116.4847,23750.0,26086.0,Nyctalus leisleri,0.189,0.209,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,-9.476188340484743,121.4895,121.5045,22890.0,27677.0,Nyctalus leisleri,0.128,0.21,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,19200.0,8.765653836381668,135.8105,135.8373,18593.0,21409.0,Nyctalus noctula,0.171,0.247,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,25920.0,0.5882396935660149,142.0045,142.0096,23750.0,39040.0,Plecotus austriacus,0.187,0.303,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,23040.0,2.2930348557086604,142.7495,142.7544,23750.0,45778.0,Myotis nattereri,0.14,0.215,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,19200.0,2.3334339443370813,143.6855,143.7139,17734.0,21437.0,Nyctalus noctula,0.194,0.249,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,67200.0,1.8952716250489972,147.67849999999999,147.6951,64140.0,69742.0,Pipistrellus pygmaeus,0.211,0.216,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,23040.0,2.682404438121895,150.8955,150.9001,22890.0,41731.0,Plecotus austriacus,0.137,0.214,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,23040.0,1.9384658064977878,163.8765,163.8954,22031.0,25870.0,Nyctalus leisleri,0.259,0.35,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,23040.0,21.874125921174098,163.9255,163.941,22890.0,25484.0,Nyctalus leisleri,0.145,0.232,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,47040.0,15.200292623224463,163.9495,163.9628,46093.0,49986.0,Pipistrellus pipistrellus,0.261,0.295,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,23040.0,19.673173210558254,169.0995,169.1228,22890.0,25291.0,Nyctalus leisleri,0.38,0.393,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,27840.0,0.41664872437207934,180.1745,180.1825,23750.0,32681.0,Eptesicus serotinus,0.055,0.203,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,23040.0,13.99648708701989,180.5515,180.5776,22031.0,25033.0,Nyctalus leisleri,0.238,0.27,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,25920.0,2.9276072869632146,229.7885,229.8009,25468.0,29968.0,Nyctalus leisleri,0.15,0.286,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,23040.0,3.788980432860809,234.5135,234.5362,22031.0,24498.0,Nyctalus leisleri,0.166,0.211,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,18240.0,4.665722233086488,266.8205,266.8257,21171.0,50162.0,Myotis nattereri,0.186,0.203,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,43200.0,-3.0226148286202474,286.4895,286.4989,43515.0,50688.0,Pipistrellus pipistrellus,0.184,0.205,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,26880.0,11.179616528486642,286.8155,286.821,23750.0,34704.0,Plecotus austriacus,0.153,0.234,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,25920.0,2.4554120349021042,288.9995,289.00509999999997,22031.0,33622.0,Plecotus austriacus,0.174,0.22,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,25920.0,2.4678915515262223,289.3115,289.3178,22031.0,31909.0,Plecotus austriacus,0.159,0.209,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,26880.0,8.304853769516603,295.4845,295.49,23750.0,36351.0,Plecotus austriacus,0.264,0.323,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_181000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,48000.0,-14.835499556993954,1.1055,1.1162,44375.0,50030.0,Pipistrellus pipistrellus,0.23,0.267,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,20160.0,4.964767843345362,11.0105,11.0166,19453.0,49484.0,Myotis nattereri,0.199,0.236,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,48000.0,-11.223557408893958,26.1255,26.1339,46953.0,54217.0,Pipistrellus pipistrellus,0.232,0.257,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,21120.0,2.825431680018999,42.9595,42.9643,17734.0,34380.0,Plecotus austriacus,0.134,0.214,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,19200.0,2.132308727750118,49.1495,49.1637,20312.0,25777.0,Nyctalus noctula,0.134,0.286,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,47040.0,0.659882771275144,67.7685,67.7752,47812.0,56456.0,Pipistrellus pipistrellus,0.202,0.21,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,22080.0,0.5126431116123304,72.5625,72.5675,21171.0,48536.0,Myotis nattereri,0.214,0.244,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,19200.0,5.567930013970135,187.6475,187.67,18593.0,21879.0,Nyctalus noctula,0.138,0.204,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,17280.0,12.795668555895714,220.8735,220.8847,14296.0,21996.0,Nyctalus noctula,0.109,0.238,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,19200.0,3.8273690903699342,230.6615,230.6883,17734.0,20660.0,Nyctalus noctula,0.156,0.217,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,19200.0,13.74473498519913,230.7825,230.8009,17734.0,21480.0,Nyctalus noctula,0.172,0.21,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,27840.0,5.1606567168048105,230.8235,230.8346,27187.0,34466.0,Nyctalus leisleri,0.126,0.209,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24960.0,6.392378152101314,231.0275,231.0414,23750.0,28514.0,Nyctalus leisleri,0.104,0.225,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,20160.0,-6.001895836928543,233.7705,233.7912,18593.0,21450.0,Nyctalus leisleri,0.105,0.212,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,23040.0,-2.804141580178081,233.8165,233.8342,22031.0,24054.0,Nyctalus leisleri,0.172,0.202,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,48960.0,1.579766879950892,237.4695,237.4784,48671.0,52192.0,Pipistrellus pipistrellus,0.204,0.228,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,25920.0,7.518962467928555,239.2275,239.2406,25468.0,29312.0,Nyctalus leisleri,0.192,0.243,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,19200.0,5.620336548186772,246.1555,246.1803,18593.0,21884.0,Nyctalus noctula,0.165,0.213,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,48960.0,1.413171968034679,246.6675,246.6761,48671.0,53308.0,Pipistrellus pipistrellus,0.218,0.23,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,19200.0,4.568941395505275,246.6835,246.7082,18593.0,21620.0,Nyctalus noctula,0.184,0.268,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,57600.0,6.955618705989255,246.7975,246.8051,57265.0,61930.0,Pipistrellus pygmaeus,0.355,0.358,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,23.018358931805757,246.9635,246.9805,22890.0,25622.0,Nyctalus leisleri,0.284,0.308,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,43200.0,4.66994020455454,247.0495,247.0601,42656.0,46266.0,Pipistrellus pipistrellus,0.198,0.214,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,45120.0,-7.880192863215663,247.1745,247.1807,43515.0,48643.0,Pipistrellus pipistrellus,0.178,0.201,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,10.238299779918254,253.7385,253.7541,23750.0,27503.0,Nyctalus leisleri,0.204,0.237,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,25920.0,-1.939138675107111,254.0905,254.1058,25468.0,28765.0,Nyctalus leisleri,0.149,0.215,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,19200.0,7.039649540570315,255.1365,255.1581,19453.0,23365.0,Nyctalus noctula,0.149,0.201,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,25920.0,2.6014499161881375,258.6155,258.6289,26328.0,32967.0,Nyctalus leisleri,0.199,0.285,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,-10.543490461153782,263.1545,263.1671,22890.0,26975.0,Nyctalus leisleri,0.254,0.283,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,8.529627994574223,266.0035,266.0108,23750.0,29693.0,Nyctalus leisleri,0.131,0.229,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,19200.0,2.8995360134881434,267.4735,267.4947,18593.0,21493.0,Nyctalus noctula,0.217,0.291,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,13.387615201784715,278.0715,278.0859,23750.0,26718.0,Nyctalus leisleri,0.232,0.291,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,19200.0,-2.828275431742575,280.7435,280.7655,18593.0,21753.0,Nyctalus noctula,0.126,0.223,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,40.306499122324254,285.0075,285.027,22890.0,28200.0,Nyctalus leisleri,0.165,0.26,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,72000.0,10.596788615310444,285.0135,285.0273,71875.0,78123.0,Pipistrellus pygmaeus,0.361,0.372,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,1.7702616043981805,285.4465,285.4614,22890.0,26993.0,Nyctalus leisleri,0.251,0.313,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,5.260150714505699,288.0635,288.0825,22890.0,26246.0,Nyctalus leisleri,0.237,0.302,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,6.544952368306495,289.1145,289.134,22890.0,25161.0,Nyctalus leisleri,0.288,0.311,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,40320.0,19.12364904016453,290.3255,290.3316,40937.0,49720.0,Pipistrellus nathusii,0.293,0.309,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,5.946447848178991,291.1915,291.2064,22890.0,25967.0,Nyctalus leisleri,0.194,0.226,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,20.68004722759856,291.2425,291.2561,23750.0,28136.0,Nyctalus leisleri,0.194,0.26,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,13.92319636801981,293.0095,293.0247,23750.0,26809.0,Nyctalus leisleri,0.217,0.239,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,-2.573154412543187,293.1615,293.1771,23750.0,27596.0,Nyctalus leisleri,0.19,0.232,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,44160.0,3.8260293884791374,293.4985,293.5067,43515.0,47294.0,Pipistrellus pipistrellus,0.181,0.203,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,11.076117519540585,294.5155,294.5277,22031.0,28396.0,Nyctalus noctula,0.073,0.219,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,62400.0,4.595960751320923,294.6305,294.6394,62421.0,66972.0,Pipistrellus pygmaeus,0.396,0.401,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,7.35638523468245,295.5075,295.5208,23750.0,26401.0,Nyctalus leisleri,0.2,0.255,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,26880.0,-6.474001898308116,295.8435,295.8586,24609.0,28087.0,Nyctalus leisleri,0.177,0.221,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_182000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,26880.0,5.368497796628953,1.0155,1.0242,26328.0,31813.0,Nyctalus leisleri,0.16,0.224,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,26880.0,-3.183935972408261,1.2385,1.252,25468.0,29543.0,Nyctalus leisleri,0.207,0.234,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,19.151722878211284,2.4415,2.4608,22890.0,26163.0,Nyctalus leisleri,0.25,0.295,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,17280.0,7.68046191141892,4.5515,4.5743,16875.0,20323.0,Nyctalus noctula,0.176,0.211,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,8.369747828148196,4.8485,4.8619,23750.0,26648.0,Nyctalus leisleri,0.18,0.205,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,18.719614628950282,5.5075,5.5177,23750.0,28469.0,Nyctalus leisleri,0.209,0.255,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,25920.0,3.4865455126823433,5.8215,5.8258,23750.0,44439.0,Myotis nattereri,0.164,0.245,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,19200.0,1.1277561967563308,6.8005,6.8276,18593.0,21244.0,Nyctalus noctula,0.143,0.212,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,25.997679143523683,7.3855,7.3974,23750.0,32018.0,Nyctalus leisleri,0.258,0.291,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,62400.0,22.893334287576785,8.5605,8.5723,62421.0,71022.0,Pipistrellus pygmaeus,0.215,0.231,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,-2.561256979010176,8.8025,8.8151,23750.0,27322.0,Nyctalus leisleri,0.443,0.474,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,25920.0,18.424329496499954,8.8395,8.8518,24609.0,34347.0,Nyctalus leisleri,0.203,0.276,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,24000.0,-5.33568241190796,8.8485,8.8662,22890.0,26266.0,Nyctalus leisleri,0.27,0.295,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
HF,44160.0,6.091660272696451,8.9095,8.918,43515.0,54224.0,Pipistrellus pipistrellus,0.186,0.212,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,25920.0,-3.473421118979263,9.0105,9.016,22890.0,39067.0,Plecotus austriacus,0.105,0.226,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
LF,17280.0,20.177190451489004,10.2565,10.2796,16875.0,19466.0,Nyctalus noctula,0.191,0.237,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_022/20250210_183000.WAV,recover-20250224,UBNA_022,Telephone Field
