,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,1.9895,2.0008,23750,29952,Eptesicus serotinus,0.081,0.184,-1,Echolocation
1,13.5055,13.5178,24609,29397,Eptesicus serotinus,0.063,0.16,-1,Echolocation
2,18.2525,18.2667,22031,26891,Nyctalus noctula,0.052,0.128,-1,Echolocation
3,125.9725,125.9879,23750,27328,Nyctalus leisleri,0.083,0.144,-1,Echolocation
4,132.2385,132.2555,22031,25134,Nyctalus leisleri,0.079,0.135,-1,Echolocation
5,139.5915,139.5963,24609,41318,Plecotus austriacus,0.08,0.131,-1,Echolocation
6,265.9935,266.0059,42656,46938,Pipistrellus pipistrellus,0.077,0.147,-1,Echolocation
7,316.5555,316.5738,23750,28118,Nyctalus leisleri,0.06,0.137,-1,Echolocation
8,343.5425,343.5573,22890,27933,Nyctalus leisleri,0.049,0.122,-1,Echolocation
9,355.5955,355.61,22031,26961,Nyctalus noctula,0.058,0.128,-1,Echolocation
10,368.0155,368.0237,28906,36734,Eptesicus serotinus,0.083,0.141,-1,Echolocation
11,402.9065,402.922,22890,27158,Nyctalus leisleri,0.068,0.145,-1,Echolocation
12,442.0725,442.0789,46953,58735,Pipistrellus pipistrellus,0.334,0.407,-1,Echolocation
13,442.1655,442.1715,46953,56399,Pipistrellus pipistrellus,0.137,0.15,-1,Echolocation
14,442.2545,442.2587,45234,66112,Myotis alcathoe,0.196,0.384,-1,Echolocation
15,442.3455,442.351,46093,55171,Pipistrellus pipistrellus,0.348,0.387,-1,Echolocation
16,442.4385,442.4438,46093,55270,Pipistrellus pipistrellus,0.309,0.326,-1,Echolocation
17,442.5385,442.5444,46093,54161,Pipistrellus pipistrellus,0.512,0.54,-1,Echolocation
18,442.6655,442.671,46093,58001,Pipistrellus pipistrellus,0.423,0.531,-1,Echolocation
19,442.7455,442.7512,45234,55682,Pipistrellus pipistrellus,0.446,0.514,-1,Echolocation
20,442.8355,442.8398,40078,74639,Myotis alcathoe,0.314,0.391,-1,Echolocation
21,442.9265,442.9342,43515,49153,Pipistrellus pipistrellus,0.145,0.306,-1,Echolocation
22,443.0195,443.0246,44375,62365,Pipistrellus pipistrellus,0.304,0.398,-1,Echolocation
23,443.0225,443.0604,93359,111617,Rhinolophus hipposideros,0.14,0.14,-1,Echolocation
24,443.1185,443.1246,45234,49948,Pipistrellus pipistrellus,0.372,0.401,-1,Echolocation
25,443.2115,443.2167,45234,53030,Pipistrellus pipistrellus,0.371,0.395,-1,Echolocation
