,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,442.5385,442.5444,46093,54161,Pipistrellus pipistrellus,0.512,0.54,-1,Echolocation
1,442.6655,442.671,46093,58001,Pipistrellus pipistrellus,0.423,0.531,-1,Echolocation
2,490.3125,490.3199,40078,46667,Pipistrellus nathusii,0.497,0.552,-1,Echolocation
3,490.4185,490.4265,40078,46798,Pipistrellus nathusii,0.553,0.589,-1,Echolocation
4,490.6455,490.6537,40078,45743,Pipistrellus nathusii,0.48,0.537,-1,Echolocation
5,490.7575,490.765,40078,47743,Pipistrellus nathusii,0.581,0.61,-1,Echolocation
6,490.8665,490.8746,40078,47151,Pipistrellus nathusii,0.571,0.61,-1,Echolocation
7,490.9765,490.9846,40078,47497,Pipistrellus nathusii,0.486,0.557,-1,Echolocation
8,491.0865,491.0948,40078,46759,Pipistrellus nathusii,0.424,0.545,-1,Echolocation
9,610.3315,610.3356,41796,73657,Myotis brandtii,0.402,0.524,-1,Echolocation
10,610.5025,610.507,40078,80116,Myotis brandtii,0.345,0.525,-1,Echolocation
11,610.8695,610.8733,43515,80655,Myotis brandtii,0.408,0.54,-1,Echolocation
12,610.9765,610.9805,43515,85974,Myotis brandtii,0.361,0.553,-1,Echolocation
13,611.0235,611.0271,44375,81473,Myotis brandtii,0.34,0.55,-1,Echolocation
14,611.2805,611.2847,43515,84722,Myotis brandtii,0.321,0.627,-1,Echolocation
15,852.2075,852.2145,46953,64088,Pipistrellus pipistrellus,0.426,0.524,-1,Echolocation
16,852.3985,852.4043,45234,60927,Pipistrellus pipistrellus,0.536,0.667,-1,Echolocation
17,852.4945,852.5009,46953,60790,Pipistrellus pipistrellus,0.553,0.646,-1,Echolocation
18,852.6835,852.6904,46953,62959,Pipistrellus pipistrellus,0.489,0.544,-1,Echolocation
19,852.8715,852.879,46953,64577,Pipistrellus pipistrellus,0.541,0.638,-1,Echolocation
20,853.3505,853.3563,46093,62114,Pipistrellus pipistrellus,0.473,0.524,-1,Echolocation
21,853.4345,853.4399,48671,60910,Pipistrellus pipistrellus,0.497,0.521,-1,Echolocation
22,853.7685,853.7731,51250,64021,Pipistrellus pipistrellus,0.481,0.54,-1,Echolocation
23,1561.0675,1561.0726,47812,59317,Pipistrellus pipistrellus,0.524,0.569,-1,Echolocation
24,1561.6945,1561.701,47812,62562,Pipistrellus pipistrellus,0.537,0.563,-1,Echolocation
