,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,442.5385,442.5444,46093,54161,Pipistrellus pipistrellus,0.512,0.54,-1,Echolocation
1,442.6655,442.671,46093,58001,Pipistrellus pipistrellus,0.423,0.531,-1,Echolocation
2,442.7455,442.7512,45234,55682,Pipistrellus pipistrellus,0.446,0.514,-1,Echolocation
3,490.3125,490.3199,40078,46667,Pipistrellus nathusii,0.497,0.552,-1,Echolocation
4,490.4185,490.4265,40078,46798,Pipistrellus nathusii,0.553,0.589,-1,Echolocation
5,490.5285,490.5372,40078,46392,Pipistrellus nathusii,0.421,0.497,-1,Echolocation
6,490.6455,490.6537,40078,45743,Pipistrellus nathusii,0.48,0.537,-1,Echolocation
7,490.7575,490.765,40078,47743,Pipistrellus nathusii,0.581,0.61,-1,Echolocation
8,490.8665,490.8746,40078,47151,Pipistrellus nathusii,0.571,0.61,-1,Echolocation
9,490.9765,490.9846,40078,47497,Pipistrellus nathusii,0.486,0.557,-1,Echolocation
10,491.0865,491.0948,40078,46759,Pipistrellus nathusii,0.424,0.545,-1,Echolocation
11,609.7945,609.7971,53828,67382,Myotis alcathoe,0.259,0.48,-1,Echolocation
12,610.3315,610.3356,41796,73657,Myotis brandtii,0.402,0.524,-1,Echolocation
13,610.5025,610.507,40078,80116,Myotis brandtii,0.345,0.525,-1,Echolocation
14,610.6585,610.663,40078,79715,Myotis brandtii,0.357,0.503,-1,Echolocation
15,610.8695,610.8733,43515,80655,Myotis brandtii,0.408,0.54,-1,Echolocation
16,610.9215,610.926,41796,82555,Myotis brandtii,0.38,0.499,-1,Echolocation
17,610.9765,610.9805,43515,85974,Myotis brandtii,0.361,0.553,-1,Echolocation
18,611.0235,611.0271,44375,81473,Myotis brandtii,0.34,0.55,-1,Echolocation
19,611.1125,611.1169,46093,83708,Myotis brandtii,0.244,0.498,-1,Echolocation
20,611.1975,611.2015,45234,79295,Myotis brandtii,0.226,0.516,-1,Echolocation
21,611.2805,611.2847,43515,84722,Myotis brandtii,0.321,0.627,-1,Echolocation
22,852.2075,852.2145,46953,64088,Pipistrellus pipistrellus,0.426,0.524,-1,Echolocation
23,852.3985,852.4043,45234,60927,Pipistrellus pipistrellus,0.536,0.667,-1,Echolocation
24,852.4945,852.5009,46953,60790,Pipistrellus pipistrellus,0.553,0.646,-1,Echolocation
25,852.6835,852.6904,46953,62959,Pipistrellus pipistrellus,0.489,0.544,-1,Echolocation
26,852.8715,852.879,46953,64577,Pipistrellus pipistrellus,0.541,0.638,-1,Echolocation
27,853.2655,853.2725,48671,63552,Pipistrellus pipistrellus,0.451,0.495,-1,Echolocation
28,853.3505,853.3563,46093,62114,Pipistrellus pipistrellus,0.473,0.524,-1,Echolocation
29,853.4345,853.4399,48671,60910,Pipistrellus pipistrellus,0.497,0.521,-1,Echolocation
30,853.6905,853.6957,48671,62490,Pipistrellus pipistrellus,0.466,0.515,-1,Echolocation
31,853.7685,853.7731,51250,64021,Pipistrellus pipistrellus,0.481,0.54,-1,Echolocation
32,853.8495,853.8564,46953,64155,Pipistrellus pipistrellus,0.368,0.484,-1,Echolocation
33,854.4365,854.4449,47812,64028,Pipistrellus pipistrellus,0.438,0.511,-1,Echolocation
34,1561.0675,1561.0726,47812,59317,Pipistrellus pipistrellus,0.524,0.569,-1,Echolocation
35,1561.1865,1561.1938,46953,54015,Pipistrellus pipistrellus,0.47,0.481,-1,Echolocation
36,1561.6945,1561.701,47812,62562,Pipistrellus pipistrellus,0.537,0.563,-1,Echolocation
37,1561.9055,1561.9148,44375,61735,Pipistrellus pipistrellus,0.308,0.505,-1,Echolocation
38,1610.8265,1610.8328,47812,61764,Pipistrellus pipistrellus,0.428,0.519,-1,Echolocation
