,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,442.0725,442.0789,46953,58735,Pipistrellus pipistrellus,0.334,0.407,-1,Echolocation
1,442.5385,442.5444,46093,54161,Pipistrellus pipistrellus,0.512,0.54,-1,Echolocation
2,442.6655,442.671,46093,58001,Pipistrellus pipistrellus,0.423,0.531,-1,Echolocation
3,442.7455,442.7512,45234,55682,Pipistrellus pipistrellus,0.446,0.514,-1,Echolocation
4,443.1185,443.1246,45234,49948,Pipistrellus pipistrellus,0.372,0.401,-1,Echolocation
5,490.3125,490.3199,40078,46667,Pipistrellus nathusii,0.497,0.552,-1,Echolocation
6,490.4185,490.4265,40078,46798,Pipistrellus nathusii,0.553,0.589,-1,Echolocation
7,490.5285,490.5372,40078,46392,Pipistrellus nathusii,0.421,0.497,-1,Echolocation
8,490.6455,490.6537,40078,45743,Pipistrellus nathusii,0.48,0.537,-1,Echolocation
9,490.7575,490.765,40078,47743,Pipistrellus nathusii,0.581,0.61,-1,Echolocation
10,490.8665,490.8746,40078,47151,Pipistrellus nathusii,0.571,0.61,-1,Echolocation
11,490.9765,490.9846,40078,47497,Pipistrellus nathusii,0.486,0.557,-1,Echolocation
12,491.0865,491.0948,40078,46759,Pipistrellus nathusii,0.424,0.545,-1,Echolocation
13,491.2045,491.2112,39218,45589,Pipistrellus nathusii,0.337,0.469,-1,Echolocation
14,607.2465,607.2522,41796,53834,Pipistrellus nathusii,0.239,0.436,-1,Echolocation
15,607.5025,607.5081,39218,58749,Pipistrellus nathusii,0.159,0.41,-1,Echolocation
16,607.7915,607.7971,40937,57888,Myotis daubentonii,0.174,0.432,-1,Echolocation
17,607.8855,607.8914,40937,53531,Pipistrellus nathusii,0.207,0.415,-1,Echolocation
18,607.9785,607.9841,41796,57264,Pipistrellus nathusii,0.257,0.466,-1,Echolocation
19,608.0745,608.0801,40937,57093,Pipistrellus nathusii,0.208,0.449,-1,Echolocation
20,608.1715,608.1779,40937,52109,Pipistrellus nathusii,0.313,0.47,-1,Echolocation
21,608.2635,608.2705,40937,60660,Myotis daubentonii,0.152,0.415,-1,Echolocation
22,608.4585,608.4662,42656,52426,Pipistrellus nathusii,0.251,0.419,-1,Echolocation
23,609.0165,609.0219,40937,77122,Myotis brandtii,0.301,0.418,-1,Echolocation
