,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,233.1445,233.1609,23750,29429,Nyctalus leisleri,0.374,0.62,-1,Echolocation
1,233.3015,233.3123,26328,35134,Eptesicus serotinus,0.348,0.636,-1,Echolocation
2,233.7245,233.7409,23750,27806,Nyctalus leisleri,0.487,0.626,-1,Echolocation
3,234.7155,234.7302,23750,27944,Nyctalus leisleri,0.585,0.679,-1,Echolocation
4,235.6915,235.7084,23750,27716,Nyctalus leisleri,0.532,0.602,-1,Echolocation
5,236.2545,236.269,23750,29735,Nyctalus leisleri,0.417,0.614,-1,Echolocation
6,237.8635,237.8786,24609,30497,Nyctalus leisleri,0.43,0.644,-1,Echolocation
7,240.2375,240.2501,25468,30681,Nyctalus leisleri,0.507,0.621,-1,Echolocation
8,240.6305,240.6456,24609,31351,Nyctalus leisleri,0.332,0.628,-1,Echolocation
9,241.0885,241.1025,24609,31067,Nyctalus leisleri,0.367,0.656,-1,Echolocation
10,241.3805,241.3955,24609,30073,Nyctalus leisleri,0.437,0.608,-1,Echolocation
11,242.6685,242.6847,24609,27812,Nyctalus leisleri,0.549,0.659,-1,Echolocation
12,252.5555,252.5632,40937,50109,Pipistrellus nathusii,0.563,0.604,-1,Echolocation
13,253.0455,253.0538,40937,51902,Pipistrellus nathusii,0.579,0.627,-1,Echolocation
14,253.2405,253.249,40937,51212,Pipistrellus nathusii,0.525,0.631,-1,Echolocation
15,253.3215,253.3299,40937,52840,Pipistrellus nathusii,0.554,0.642,-1,Echolocation
16,253.4645,253.4719,41796,54398,Pipistrellus nathusii,0.526,0.644,-1,Echolocation
17,253.5595,253.5675,40937,50983,Pipistrellus nathusii,0.533,0.632,-1,Echolocation
18,253.6475,253.6572,40078,54059,Pipistrellus nathusii,0.524,0.615,-1,Echolocation
19,254.1995,254.2083,40937,54390,Pipistrellus nathusii,0.663,0.699,-1,Echolocation
20,254.3925,254.4006,40937,55044,Pipistrellus nathusii,0.585,0.639,-1,Echolocation
21,254.7545,254.7628,39218,49195,Pipistrellus nathusii,0.542,0.602,-1,Echolocation
22,255.0355,255.0433,39218,52701,Pipistrellus nathusii,0.586,0.652,-1,Echolocation
23,255.1305,255.1391,40078,51061,Pipistrellus nathusii,0.538,0.621,-1,Echolocation
24,255.2235,255.2338,40078,53310,Pipistrellus nathusii,0.557,0.651,-1,Echolocation
25,256.4345,256.4435,40078,50200,Pipistrellus nathusii,0.56,0.654,-1,Echolocation
26,259.0525,259.0619,40937,49624,Pipistrellus nathusii,0.586,0.653,-1,Echolocation
27,262.5625,262.5717,39218,53509,Pipistrellus nathusii,0.561,0.603,-1,Echolocation
28,262.6515,262.6595,39218,55231,Pipistrellus nathusii,0.61,0.684,-1,Echolocation
29,262.7605,262.7697,38359,51142,Pipistrellus nathusii,0.506,0.605,-1,Echolocation
30,262.8615,262.8704,39218,56033,Pipistrellus nathusii,0.614,0.679,-1,Echolocation
31,262.9635,262.9727,38359,52215,Pipistrellus nathusii,0.552,0.61,-1,Echolocation
32,263.8885,263.8987,40078,51252,Pipistrellus nathusii,0.496,0.605,-1,Echolocation
33,264.1925,264.2009,39218,45920,Pipistrellus nathusii,0.54,0.611,-1,Echolocation
34,612.2925,612.3013,40937,51173,Pipistrellus nathusii,0.507,0.635,-1,Echolocation
35,690.9545,690.9641,40078,47192,Pipistrellus nathusii,0.532,0.632,-1,Echolocation
36,691.6735,691.6808,40937,48066,Pipistrellus nathusii,0.567,0.603,-1,Echolocation
37,691.8835,691.8923,40078,48351,Pipistrellus nathusii,0.635,0.678,-1,Echolocation
38,692.1075,692.1176,40078,48446,Pipistrellus nathusii,0.551,0.627,-1,Echolocation
39,693.2685,693.2775,40078,50203,Pipistrellus nathusii,0.543,0.648,-1,Echolocation
40,863.0415,863.0496,39218,48820,Pipistrellus nathusii,0.591,0.639,-1,Echolocation
41,863.1465,863.1552,40078,50774,Pipistrellus nathusii,0.515,0.611,-1,Echolocation
42,864.9575,864.9664,38359,47277,Pipistrellus nathusii,0.555,0.627,-1,Echolocation
43,865.0505,865.0604,37500,50034,Pipistrellus nathusii,0.577,0.625,-1,Echolocation
44,865.1465,865.1555,40078,48702,Pipistrellus nathusii,0.51,0.639,-1,Echolocation
45,868.5885,868.5975,39218,47490,Pipistrellus nathusii,0.561,0.611,-1,Echolocation
46,869.0595,869.0692,40078,48745,Pipistrellus nathusii,0.617,0.685,-1,Echolocation
47,869.1475,869.1561,39218,45572,Pipistrellus nathusii,0.64,0.652,-1,Echolocation
48,1053.8885,1053.8971,40937,55448,Pipistrellus nathusii,0.508,0.62,-1,Echolocation
49,1089.3005,1089.3167,24609,28171,Nyctalus leisleri,0.573,0.62,-1,Echolocation
50,1090.9365,1090.9532,23750,27957,Nyctalus leisleri,0.553,0.618,-1,Echolocation
51,1091.0535,1091.0649,26328,38217,Nyctalus leisleri,0.364,0.661,-1,Echolocation
52,1091.1945,1091.2101,25468,34103,Eptesicus serotinus,0.32,0.604,-1,Echolocation
53,1094.6534,1094.6708,23750,27595,Nyctalus leisleri,0.542,0.631,-1,Echolocation
54,1095.4655,1095.4818,23750,26502,Nyctalus leisleri,0.591,0.649,-1,Echolocation
55,1096.2834,1096.3013,23750,26772,Nyctalus leisleri,0.561,0.608,-1,Echolocation
56,1098.2115,1098.2278,23750,27410,Nyctalus leisleri,0.555,0.629,-1,Echolocation
57,1273.9565,1273.9656,39218,47501,Pipistrellus nathusii,0.49,0.618,-1,Echolocation
58,1274.5594,1274.568,37500,47923,Pipistrellus nathusii,0.605,0.668,-1,Echolocation
59,1274.6575,1274.6669,38359,48658,Pipistrellus nathusii,0.55,0.631,-1,Echolocation
