,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,180.3055,180.3266,21171,24358,Nyctalus noctula,0.062,0.135,-1,Echolocation
1,185.5195,185.5343,23750,30037,Nyctalus leisleri,0.047,0.138,-1,Echolocation
2,230.9755,230.9892,25468,29220,Nyctalus leisleri,0.084,0.168,-1,Echolocation
3,231.1385,231.1505,25468,30652,Nyctalus leisleri,0.072,0.15,-1,Echolocation
4,231.2775,231.2893,25468,30077,Nyctalus leisleri,0.388,0.596,-1,Echolocation
5,231.6515,231.6637,24609,29732,Nyctalus leisleri,0.311,0.592,-1,Echolocation
6,231.9315,231.9461,24609,29849,Nyctalus leisleri,0.356,0.538,-1,Echolocation
7,232.2085,232.2282,24609,29337,Nyctalus leisleri,0.293,0.45,-1,Echolocation
8,232.4015,232.4206,24609,29517,Nyctalus leisleri,0.306,0.531,-1,Echolocation
9,232.7135,232.7302,23750,28353,Nyctalus leisleri,0.412,0.562,-1,Echolocation
10,232.8825,232.8978,23750,28598,Nyctalus leisleri,0.298,0.482,-1,Echolocation
11,233.1445,233.1609,23750,29429,Nyctalus leisleri,0.374,0.62,-1,Echolocation
12,233.3015,233.3123,26328,35134,Eptesicus serotinus,0.348,0.636,-1,Echolocation
13,233.4735,233.4853,25468,33200,Eptesicus serotinus,0.316,0.567,-1,Echolocation
14,233.7245,233.7409,23750,27806,Nyctalus leisleri,0.487,0.626,-1,Echolocation
15,234.0035,234.0222,23750,26292,Nyctalus leisleri,0.42,0.478,-1,Echolocation
16,234.4245,234.4388,24609,28891,Nyctalus leisleri,0.392,0.528,-1,Echolocation
17,234.7155,234.7302,23750,27944,Nyctalus leisleri,0.585,0.679,-1,Echolocation
18,235.0115,235.0279,23750,28555,Nyctalus leisleri,0.468,0.599,-1,Echolocation
19,235.4245,235.4414,23750,28104,Nyctalus leisleri,0.391,0.535,-1,Echolocation
20,235.6915,235.7084,23750,27716,Nyctalus leisleri,0.532,0.602,-1,Echolocation
21,235.9745,235.9935,23750,28162,Nyctalus leisleri,0.379,0.482,-1,Echolocation
22,236.2545,236.269,23750,29735,Nyctalus leisleri,0.417,0.614,-1,Echolocation
23,236.5535,236.5683,24609,27786,Nyctalus leisleri,0.502,0.593,-1,Echolocation
24,236.8535,236.8701,24609,28820,Nyctalus leisleri,0.475,0.561,-1,Echolocation
25,237.1345,237.1534,23750,28175,Nyctalus leisleri,0.393,0.515,-1,Echolocation
26,237.5485,237.5673,23750,29368,Nyctalus leisleri,0.348,0.54,-1,Echolocation
27,237.8635,237.8786,24609,30497,Nyctalus leisleri,0.43,0.644,-1,Echolocation
28,238.1445,238.1649,23750,28230,Nyctalus leisleri,0.313,0.431,-1,Echolocation
29,238.2895,238.3088,25468,29336,Nyctalus leisleri,0.078,0.138,-1,Echolocation
30,240.2375,240.2501,25468,30681,Nyctalus leisleri,0.507,0.621,-1,Echolocation
31,240.3815,240.3963,24609,30785,Nyctalus leisleri,0.326,0.552,-1,Echolocation
32,240.6305,240.6456,24609,31351,Nyctalus leisleri,0.332,0.628,-1,Echolocation
33,240.8985,240.9154,24609,28429,Nyctalus leisleri,0.402,0.504,-1,Echolocation
34,241.0885,241.1025,24609,31067,Nyctalus leisleri,0.367,0.656,-1,Echolocation
35,241.3085,241.3187,40078,45675,Pipistrellus nathusii,0.129,0.155,-1,Echolocation
36,241.3805,241.3955,24609,30073,Nyctalus leisleri,0.437,0.608,-1,Echolocation
37,241.6725,241.6902,23750,26723,Nyctalus leisleri,0.517,0.572,-1,Echolocation
38,242.0905,242.1109,22890,27820,Nyctalus leisleri,0.34,0.462,-1,Echolocation
39,242.3845,242.4017,23750,26735,Nyctalus leisleri,0.537,0.589,-1,Echolocation
40,242.6685,242.6847,24609,27812,Nyctalus leisleri,0.549,0.659,-1,Echolocation
41,243.3705,243.3878,23750,28283,Nyctalus leisleri,0.414,0.508,-1,Echolocation
42,244.2075,244.2263,23750,27486,Nyctalus leisleri,0.415,0.503,-1,Echolocation
43,245.0005,245.0096,40078,45158,Pipistrellus nathusii,0.179,0.212,-1,Echolocation
44,245.2095,245.2187,39218,43698,Pipistrellus nathusii,0.21,0.3,-1,Echolocation
45,245.3125,245.3249,40078,44716,Pipistrellus nathusii,0.186,0.21,-1,Echolocation
46,245.4475,245.4563,39218,44517,Pipistrellus nathusii,0.459,0.489,-1,Echolocation
47,252.0595,252.0673,40937,50348,Pipistrellus nathusii,0.451,0.472,-1,Echolocation
48,252.1515,252.1613,40078,48477,Pipistrellus nathusii,0.369,0.404,-1,Echolocation
49,252.2505,252.2595,40078,47710,Pipistrellus nathusii,0.272,0.297,-1,Echolocation
50,252.3445,252.3537,40937,47280,Pipistrellus nathusii,0.458,0.498,-1,Echolocation
51,252.4465,252.4553,40078,46752,Pipistrellus nathusii,0.419,0.47,-1,Echolocation
52,252.5555,252.5632,40937,50109,Pipistrellus nathusii,0.563,0.604,-1,Echolocation
53,252.6585,252.6655,40078,48491,Pipistrellus nathusii,0.538,0.563,-1,Echolocation
54,252.7555,252.7648,40078,51150,Pipistrellus nathusii,0.546,0.595,-1,Echolocation
55,252.8465,252.857,40937,53141,Pipistrellus nathusii,0.474,0.564,-1,Echolocation
56,252.9505,252.9586,39218,47599,Pipistrellus nathusii,0.528,0.585,-1,Echolocation
57,253.0455,253.0538,40937,51902,Pipistrellus nathusii,0.579,0.627,-1,Echolocation
58,253.1455,253.1546,40078,48546,Pipistrellus nathusii,0.49,0.569,-1,Echolocation
59,253.2405,253.249,40937,51212,Pipistrellus nathusii,0.525,0.631,-1,Echolocation
60,253.3215,253.3299,40937,52840,Pipistrellus nathusii,0.554,0.642,-1,Echolocation
61,253.3915,253.3971,41796,54822,Pipistrellus nathusii,0.419,0.477,-1,Echolocation
62,253.4645,253.4719,41796,54398,Pipistrellus nathusii,0.526,0.644,-1,Echolocation
63,253.5595,253.5675,40937,50983,Pipistrellus nathusii,0.533,0.632,-1,Echolocation
64,253.6475,253.6572,40078,54059,Pipistrellus nathusii,0.524,0.615,-1,Echolocation
65,253.7435,253.7528,40078,54214,Pipistrellus nathusii,0.51,0.54,-1,Echolocation
66,253.8385,253.8459,39218,48627,Pipistrellus nathusii,0.405,0.455,-1,Echolocation
67,253.9255,253.9337,40937,52172,Pipistrellus nathusii,0.492,0.591,-1,Echolocation
68,254.0265,254.0338,39218,47491,Pipistrellus nathusii,0.525,0.563,-1,Echolocation
69,254.1155,254.1239,38359,49306,Pipistrellus nathusii,0.327,0.416,-1,Echolocation
70,254.1995,254.2083,40937,54390,Pipistrellus nathusii,0.663,0.699,-1,Echolocation
71,254.2975,254.3064,39218,47677,Pipistrellus nathusii,0.253,0.373,-1,Echolocation
72,254.3925,254.4006,40937,55044,Pipistrellus nathusii,0.585,0.639,-1,Echolocation
73,254.4885,254.4974,39218,47921,Pipistrellus nathusii,0.387,0.482,-1,Echolocation
74,254.5765,254.5866,40078,48917,Pipistrellus nathusii,0.512,0.581,-1,Echolocation
75,254.6605,254.6703,40078,51709,Pipistrellus nathusii,0.514,0.563,-1,Echolocation
76,254.7545,254.7628,39218,49195,Pipistrellus nathusii,0.542,0.602,-1,Echolocation
