,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,234.7155,234.7302,23750,27944,Nyctalus leisleri,0.585,0.679,-1,Echolocation
1,254.1995,254.2083,40937,54390,Pipistrellus nathusii,0.663,0.699,-1,Echolocation
2,262.6515,262.6595,39218,55231,Pipistrellus nathusii,0.61,0.684,-1,Echolocation
3,262.8615,262.8704,39218,56033,Pipistrellus nathusii,0.614,0.679,-1,Echolocation
4,691.8835,691.8923,40078,48351,Pipistrellus nathusii,0.635,0.678,-1,Echolocation
5,869.0595,869.0692,40078,48745,Pipistrellus nathusii,0.617,0.685,-1,Echolocation
6,1091.0535,1091.0649,26328,38217,Nyctalus leisleri,0.364,0.661,-1,Echolocation
7,1274.5594,1274.568,37500,47923,Pipistrellus nathusii,0.605,0.668,-1,Echolocation
8,1280.2235,1280.2333,40078,54964,Pipistrellus nathusii,0.62,0.672,-1,Echolocation
9,1281.6195,1281.6288,39218,52400,Pipistrellus nathusii,0.625,0.672,-1,Echolocation
10,1283.8925,1283.9019,40937,51013,Pipistrellus nathusii,0.603,0.662,-1,Echolocation
11,1284.7255,1284.7335,40937,50281,Pipistrellus nathusii,0.651,0.677,-1,Echolocation
12,1285.4635,1285.4727,40078,47498,Pipistrellus nathusii,0.629,0.68,-1,Echolocation
