,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,231.2775,231.2893,25468,30077,Nyctalus leisleri,0.388,0.596,-1,Echolocation
1,231.6515,231.6637,24609,29732,Nyctalus leisleri,0.311,0.592,-1,Echolocation
2,233.1445,233.1609,23750,29429,Nyctalus leisleri,0.374,0.62,-1,Echolocation
3,233.3015,233.3123,26328,35134,Eptesicus serotinus,0.348,0.636,-1,Echolocation
4,233.7245,233.7409,23750,27806,Nyctalus leisleri,0.487,0.626,-1,Echolocation
5,234.7155,234.7302,23750,27944,Nyctalus leisleri,0.585,0.679,-1,Echolocation
6,235.0115,235.0279,23750,28555,Nyctalus leisleri,0.468,0.599,-1,Echolocation
7,235.6915,235.7084,23750,27716,Nyctalus leisleri,0.532,0.602,-1,Echolocation
8,236.2545,236.269,23750,29735,Nyctalus leisleri,0.417,0.614,-1,Echolocation
9,236.5535,236.5683,24609,27786,Nyctalus leisleri,0.502,0.593,-1,Echolocation
10,237.8635,237.8786,24609,30497,Nyctalus leisleri,0.43,0.644,-1,Echolocation
11,240.2375,240.2501,25468,30681,Nyctalus leisleri,0.507,0.621,-1,Echolocation
12,240.6305,240.6456,24609,31351,Nyctalus leisleri,0.332,0.628,-1,Echolocation
13,241.0885,241.1025,24609,31067,Nyctalus leisleri,0.367,0.656,-1,Echolocation
14,241.3805,241.3955,24609,30073,Nyctalus leisleri,0.437,0.608,-1,Echolocation
15,242.3845,242.4017,23750,26735,Nyctalus leisleri,0.537,0.589,-1,Echolocation
16,242.6685,242.6847,24609,27812,Nyctalus leisleri,0.549,0.659,-1,Echolocation
17,252.5555,252.5632,40937,50109,Pipistrellus nathusii,0.563,0.604,-1,Echolocation
18,252.7555,252.7648,40078,51150,Pipistrellus nathusii,0.546,0.595,-1,Echolocation
19,252.9505,252.9586,39218,47599,Pipistrellus nathusii,0.528,0.585,-1,Echolocation
20,253.0455,253.0538,40937,51902,Pipistrellus nathusii,0.579,0.627,-1,Echolocation
21,253.2405,253.249,40937,51212,Pipistrellus nathusii,0.525,0.631,-1,Echolocation
22,253.3215,253.3299,40937,52840,Pipistrellus nathusii,0.554,0.642,-1,Echolocation
