KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,42240.0,7.034678708441034,38.5325,38.5371,28906.0,69077.0,Echolocation,Myotis daubentonii,0.298,0.534,-1,192000.0,/mnt/ubna_data_04/recover-20240905/UBNA_011/20240829_170000.WAV,recover-20240905,UBNA_011,Telephone Field
HF,45120.0,12.5538475173773,30.1125,30.1194,44375.0,55489.0,Echolocation,Pipistrellus pipistrellus,0.627,0.67,-1,192000.0,/mnt/ubna_data_04/recover-20240905/UBNA_011/20240902_091000.WAV,recover-20240905,UBNA_011,Telephone Field
HF,48000.0,6.622924106341866,12.0985,12.1049,46093.0,58750.0,Echolocation,Pipistrellus pipistrellus,0.465,0.636,-1,192000.0,/mnt/ubna_data_04/recover-20240905/UBNA_011/20240902_091000.WAV,recover-20240905,UBNA_011,Telephone Field
HF,48000.0,7.28973762815487,299.1015,299.109,47812.0,61292.0,Echolocation,Pipistrellus pipistrellus,0.537,0.58,-1,192000.0,/mnt/ubna_data_04/recover-20240905/UBNA_011/20240902_090000.WAV,recover-20240905,UBNA_011,Telephone Field
HF,53760.0,9.503057899934625,280.4725,280.4789,47812.0,63790.0,Echolocation,Pipistrellus pipistrellus,0.474,0.515,-1,192000.0,/mnt/ubna_data_04/recover-20240905/UBNA_011/20240902_085000.WAV,recover-20240905,UBNA_011,Telephone Field
HF,47040.0,4.289009071595124,180.0175,180.0259,45234.0,56283.0,Echolocation,Pipistrellus pipistrellus,0.458,0.5,-1,192000.0,/mnt/ubna_data_04/recover-20240905/UBNA_011/20240902_085000.WAV,recover-20240905,UBNA_011,Telephone Field
HF,52800.0,10.398324367715567,166.1765,166.1814,48671.0,63276.0,Echolocation,Pipistrellus pipistrellus,0.569,0.604,-1,192000.0,/mnt/ubna_data_04/recover-20240905/UBNA_011/20240902_085000.WAV,recover-20240905,UBNA_011,Telephone Field
HF,48960.0,4.693905318951183,73.0815,73.0866,47812.0,63051.0,Echolocation,Pipistrellus pipistrellus,0.489,0.53,-1,192000.0,/mnt/ubna_data_04/recover-20240905/UBNA_011/20240902_085000.WAV,recover-20240905,UBNA_011,Telephone Field
HF,47040.0,6.962346389702025,19.0155,19.0208,46093.0,59651.0,Echolocation,Pipistrellus pipistrellus,0.446,0.532,-1,192000.0,/mnt/ubna_data_04/recover-20240905/UBNA_011/20240902_085000.WAV,recover-20240905,UBNA_011,Telephone Field
HF,48960.0,4.970390103100088,299.3435,299.3502,46953.0,59047.0,Echolocation,Pipistrellus pipistrellus,0.433,0.505,-1,192000.0,/mnt/ubna_data_04/recover-20240905/UBNA_011/20240902_084000.WAV,recover-20240905,UBNA_011,Telephone Field
