KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,23040.0,5.539587361129983,62.6675,62.6811,22890.0,27330.0,Echolocation,Nyctalus leisleri,0.419,0.513,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_002000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,48960.0,21.807419350425945,71.1095,71.1175,48671.0,51235.0,Echolocation,Pipistrellus pipistrellus,0.337,0.549,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_005000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,48960.0,13.656057343050424,100.4355,100.44630000000001,47812.0,51569.0,Echolocation,Pipistrellus pipistrellus,0.442,0.504,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_005000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,48960.0,15.195114044055128,101.4035,101.4136,48671.0,52414.0,Echolocation,Pipistrellus pipistrellus,0.534,0.619,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_005000.WAV,recover-20241118,UBNA_029,Telephone Field
LF,25920.0,15.391662840530538,123.0885,123.1026,25468.0,29604.0,Echolocation,Nyctalus leisleri,0.449,0.501,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_005000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,48000.0,2.451983168705018,160.1385,160.1453,46953.0,59510.0,Echolocation,Pipistrellus pipistrellus,0.526,0.564,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,49920.0,5.490813979059068,160.6815,160.688,48671.0,62982.0,Echolocation,Pipistrellus pipistrellus,0.501,0.558,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,49920.0,4.435907216041624,160.7685,160.7754,48671.0,64609.0,Echolocation,Pipistrellus pipistrellus,0.479,0.527,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,54720.0,4.76210202709493,160.9455,160.9541,48671.0,67910.0,Echolocation,Pipistrellus pipistrellus,0.519,0.581,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,53760.0,6.0175873477367015,161.0375,161.0439,47812.0,60898.0,Echolocation,Pipistrellus pipistrellus,0.464,0.508,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,48000.0,5.1346632894134645,161.1265,161.133,46953.0,62267.0,Echolocation,Pipistrellus pipistrellus,0.523,0.567,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,48000.0,10.074661832437467,161.5625,161.5694,46093.0,67677.0,Echolocation,Pipistrellus pipistrellus,0.516,0.616,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,48000.0,10.258008148984757,161.7355,161.7427,46953.0,68726.0,Echolocation,Pipistrellus pipistrellus,0.628,0.736,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,48960.0,9.41557954965895,161.8965,161.9045,45234.0,63621.0,Echolocation,Pipistrellus pipistrellus,0.489,0.648,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,49920.0,8.126699272587407,162.0685,162.0737,47812.0,68215.0,Echolocation,Pipistrellus pipistrellus,0.579,0.657,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,48000.0,16.88709376824342,162.1525,162.159,46093.0,71203.0,Echolocation,Pipistrellus pipistrellus,0.525,0.646,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,48000.0,10.5554137162332,162.3375,162.3434,45234.0,62745.0,Echolocation,Pipistrellus pipistrellus,0.59,0.675,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,48960.0,10.040325379471327,162.5235,162.5296,46953.0,64662.0,Echolocation,Pipistrellus pipistrellus,0.541,0.634,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,48000.0,12.659661624242318,183.0255,183.0331,46093.0,63407.0,Echolocation,Pipistrellus pipistrellus,0.493,0.607,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,53760.0,10.201778992775907,183.1685,183.1733,48671.0,63618.0,Echolocation,Pipistrellus pipistrellus,0.663,0.685,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,48960.0,7.239176780223746,183.2405,183.2483,46953.0,64372.0,Echolocation,Pipistrellus pipistrellus,0.447,0.522,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
HF,54720.0,13.21744214204144,183.3995,183.4047,48671.0,65365.0,Echolocation,Pipistrellus pipistrellus,0.551,0.612,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_029/20241105_013000.WAV,recover-20241118,UBNA_029,Telephone Field
