KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,47040.0,5.8314501936728185,210.5405,210.5455,44375.0,55817.0,Echolocation,Pipistrellus pipistrellus,0.442,0.511,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_121000.WAV,recover-20240829,UBNA_004,Foliage
HF,48000.0,6.308106185537134,131.3875,131.3926,46093.0,56447.0,Echolocation,Pipistrellus pipistrellus,0.597,0.63,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_121000.WAV,recover-20240829,UBNA_004,Foliage
HF,46080.0,8.941939374516553,206.9505,206.9556,44375.0,53005.0,Echolocation,Pipistrellus pipistrellus,0.513,0.6,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_121000.WAV,recover-20240829,UBNA_004,Foliage
HF,48960.0,5.2393635392238656,200.5015,200.5066,45234.0,60304.0,Echolocation,Pipistrellus pipistrellus,0.29,0.517,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_035000.WAV,recover-20240829,UBNA_004,Foliage
HF,49920.0,3.9061069835741207,158.3465,158.3526,48671.0,54984.0,Echolocation,Pipistrellus pipistrellus,0.487,0.51,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_051000.WAV,recover-20240829,UBNA_004,Foliage
HF,47040.0,6.410288012847215,162.17849999999999,162.1842,46953.0,57295.0,Echolocation,Pipistrellus pipistrellus,0.494,0.533,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240821_070000.WAV,recover-20240829,UBNA_004,Foliage
HF,48960.0,5.210177501354519,203.6215,203.6272,47812.0,57605.0,Echolocation,Pipistrellus pipistrellus,0.549,0.626,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_053000.WAV,recover-20240829,UBNA_004,Foliage
HF,45120.0,5.42021542829443,16.5705,16.5756,43515.0,53452.0,Echolocation,Pipistrellus pipistrellus,0.387,0.546,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_054000.WAV,recover-20240829,UBNA_004,Foliage
HF,48960.0,5.144321367944026,41.667500000000004,41.6731,47812.0,56254.0,Echolocation,Pipistrellus pipistrellus,0.51,0.524,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_055000.WAV,recover-20240829,UBNA_004,Foliage
HF,46080.0,5.889969289792556,132.1345,132.1401,44375.0,54421.0,Echolocation,Pipistrellus pipistrellus,0.508,0.566,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_055000.WAV,recover-20240829,UBNA_004,Foliage
HF,45120.0,6.604564666362006,131.1715,131.17680000000001,42656.0,53565.0,Echolocation,Pipistrellus pipistrellus,0.347,0.531,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_060000.WAV,recover-20240829,UBNA_004,Foliage
HF,46080.0,8.23151123944932,167.7765,167.7812,44375.0,56389.0,Echolocation,Pipistrellus pipistrellus,0.519,0.616,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_060000.WAV,recover-20240829,UBNA_004,Foliage
HF,48960.0,3.990989123944604,137.6635,137.6686,47812.0,58589.0,Echolocation,Pipistrellus pipistrellus,0.576,0.598,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_061000.WAV,recover-20240829,UBNA_004,Foliage
HF,47040.0,5.479180862233734,94.6985,94.7036,44375.0,55892.0,Echolocation,Pipistrellus pipistrellus,0.478,0.525,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_064000.WAV,recover-20240829,UBNA_004,Foliage
HF,48000.0,6.0888319390263215,131.9075,131.9125,41796.0,57121.0,Echolocation,Pipistrellus pipistrellus,0.193,0.522,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_064000.WAV,recover-20240829,UBNA_004,Foliage
HF,46080.0,7.103952187435657,2.1365,2.1476,44375.0,54169.0,Echolocation,Pipistrellus pipistrellus,0.401,0.501,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_121000.WAV,recover-20240829,UBNA_004,Foliage
HF,48960.0,7.762950918892719,105.3405,105.3449,46953.0,61923.0,Echolocation,Pipistrellus pipistrellus,0.64,0.672,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_101000.WAV,recover-20240829,UBNA_004,Foliage
HF,54720.0,5.447122756100984,230.8865,230.8914,46953.0,59162.0,Echolocation,Pipistrellus pipistrellus,0.4,0.573,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_114000.WAV,recover-20240829,UBNA_004,Foliage
HF,46080.0,4.7278170566827855,215.9495,215.9547,45234.0,52476.0,Echolocation,Pipistrellus pipistrellus,0.497,0.517,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_120000.WAV,recover-20240829,UBNA_004,Foliage
HF,48960.0,6.889111396022988,94.0695,94.075,46093.0,55301.0,Echolocation,Pipistrellus pipistrellus,0.534,0.55,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_121000.WAV,recover-20240829,UBNA_004,Foliage
HF,54720.0,12.761328996816978,147.44650000000001,147.4498,44375.0,62065.0,Echolocation,Myotis mystacinus,0.283,0.575,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_121000.WAV,recover-20240829,UBNA_004,Foliage
HF,48000.0,13.503413897035411,155.3625,155.3674,40937.0,72963.0,Echolocation,Myotis alcathoe,0.316,0.506,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_121000.WAV,recover-20240829,UBNA_004,Foliage
HF,42240.0,6.516629998993694,277.2545,277.2628,36640.0,48861.0,Echolocation,Pipistrellus nathusii,0.505,0.626,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_124000.WAV,recover-20240829,UBNA_004,Foliage
LF,24960.0,4.930910758892713,179.3835,179.3976,23750.0,27198.0,Echolocation,Nyctalus leisleri,0.452,0.511,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240820_201000.WAV,recover-20240829,UBNA_004,Foliage
LF,24960.0,5.058251055436279,44.4715,44.4857,23750.0,27251.0,Echolocation,Nyctalus leisleri,0.456,0.521,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240820_203000.WAV,recover-20240829,UBNA_004,Foliage
LF,24960.0,4.468248890268102,237.4955,237.5104,23750.0,27276.0,Echolocation,Nyctalus leisleri,0.489,0.559,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240820_211000.WAV,recover-20240829,UBNA_004,Foliage
LF,24960.0,2.690477552511545,214.8125,214.8297,23750.0,26773.0,Echolocation,Nyctalus leisleri,0.53,0.571,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240820_230000.WAV,recover-20240829,UBNA_004,Foliage
LF,24000.0,12.340169651387676,26.9835,27.0029,22890.0,25469.0,Echolocation,Nyctalus leisleri,0.525,0.54,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240821_015000.WAV,recover-20240829,UBNA_004,Foliage
HF,46080.0,13.270796469315016,90.0485,90.0549,44375.0,55155.0,Echolocation,Pipistrellus pipistrellus,0.602,0.676,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240821_070000.WAV,recover-20240829,UBNA_004,Foliage
HF,47040.0,4.170493300797405,89.8615,89.8686,46953.0,53406.0,Echolocation,Pipistrellus pipistrellus,0.498,0.524,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240821_070000.WAV,recover-20240829,UBNA_004,Foliage
LF,24960.0,2.493827245486966,288.3675,288.3807,23750.0,29567.0,Echolocation,Nyctalus leisleri,0.357,0.508,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240821_022000.WAV,recover-20240829,UBNA_004,Foliage
HF,47040.0,3.268419092052826,114.7745,114.7798,46093.0,55339.0,Echolocation,Pipistrellus pipistrellus,0.487,0.501,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240823_103000.WAV,recover-20240829,UBNA_004,Foliage
HF,48000.0,5.434956952002904,275.8945,275.9,46953.0,55076.0,Echolocation,Pipistrellus pipistrellus,0.539,0.558,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_110000.WAV,recover-20240829,UBNA_004,Foliage
HF,46080.0,2.670567896112109,226.7465,226.754,45234.0,50462.0,Echolocation,Pipistrellus pipistrellus,0.457,0.507,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_110000.WAV,recover-20240829,UBNA_004,Foliage
HF,46080.0,6.390642026398911,212.6165,212.6214,44375.0,52308.0,Echolocation,Pipistrellus pipistrellus,0.476,0.541,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_104000.WAV,recover-20240829,UBNA_004,Foliage
HF,44160.0,6.140612470006898,33.5835,33.5913,43515.0,55350.0,Echolocation,Pipistrellus pipistrellus,0.211,0.504,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240821_122000.WAV,recover-20240829,UBNA_004,Foliage
HF,46080.0,3.868991914538771,124.9355,124.94069999999999,46093.0,53895.0,Echolocation,Pipistrellus pipistrellus,0.511,0.544,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_045000.WAV,recover-20240829,UBNA_004,Foliage
HF,45120.0,6.024697837921814,227.9765,227.9849,43515.0,56703.0,Echolocation,Pipistrellus pipistrellus,0.357,0.542,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_050000.WAV,recover-20240829,UBNA_004,Foliage
HF,45120.0,5.79409195235155,240.0655,240.0713,44375.0,52254.0,Echolocation,Pipistrellus pipistrellus,0.495,0.593,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_050000.WAV,recover-20240829,UBNA_004,Foliage
HF,45120.0,3.121053428245617,23.1055,23.1112,44375.0,51813.0,Echolocation,Pipistrellus pipistrellus,0.501,0.528,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_052000.WAV,recover-20240829,UBNA_004,Foliage
HF,42240.0,3.4103860999295526,212.6075,212.6145,40078.0,46468.0,Echolocation,Pipistrellus nathusii,0.442,0.507,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240821_070000.WAV,recover-20240829,UBNA_004,Foliage
HF,52800.0,6.390950809794187,51.305499999999995,51.3095,47812.0,61429.0,Echolocation,Pipistrellus pipistrellus,0.439,0.502,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_052000.WAV,recover-20240829,UBNA_004,Foliage
HF,48960.0,6.150473090791571,109.8425,109.8474,47812.0,58830.0,Echolocation,Pipistrellus pipistrellus,0.499,0.538,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_054000.WAV,recover-20240829,UBNA_004,Foliage
HF,47040.0,8.458957321940112,278.2565,278.2621,46953.0,60327.0,Echolocation,Pipistrellus pipistrellus,0.662,0.699,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_054000.WAV,recover-20240829,UBNA_004,Foliage
HF,48000.0,7.87569894122592,163.4595,163.4644,45234.0,57048.0,Echolocation,Pipistrellus pipistrellus,0.464,0.506,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_062000.WAV,recover-20240829,UBNA_004,Foliage
HF,47040.0,3.8119657610099327,283.1895,283.1946,44375.0,52913.0,Echolocation,Pipistrellus pipistrellus,0.505,0.563,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_004/20240822_062000.WAV,recover-20240829,UBNA_004,Foliage
