KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,51840.0,9.7061486054385,8.0875,8.0907,48671.0,62584.0,Echolocation,Myotis alcathoe,0.426,0.519,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241005_022000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,46080.0,6.09197615542605,285.2285,285.2339,45234.0,54735.0,Echolocation,Pipistrellus pipistrellus,0.576,0.59,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241010_043000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,48000.0,8.796350240468426,116.4625,116.4714,46953.0,59004.0,Echolocation,Pipistrellus pipistrellus,0.546,0.582,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241010_050000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,46080.0,6.814127943581973,33.2955,33.3069,45234.0,53732.0,Echolocation,Pipistrellus pipistrellus,0.543,0.669,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241010_051000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,46080.0,6.348845163725997,219.7205,219.7266,44375.0,51730.0,Echolocation,Pipistrellus pipistrellus,0.547,0.59,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241010_060000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,46080.0,16.248175531565842,154.6265,154.636,44375.0,60527.0,Echolocation,Pipistrellus pipistrellus,0.46,0.535,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241010_074000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,51840.0,11.783766481153751,7.2175,7.221,46953.0,72625.0,Echolocation,Myotis alcathoe,0.454,0.523,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241010_080000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,46080.0,9.251679370068594,125.4725,125.4807,44375.0,58239.0,Echolocation,Pipistrellus pipistrellus,0.55,0.645,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241010_092000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,45120.0,6.7580262856413,242.1245,242.13,43515.0,50546.0,Echolocation,Pipistrellus pipistrellus,0.488,0.529,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241010_043000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,48960.0,9.878053919911983,204.8375,204.8469,46953.0,61357.0,Echolocation,Pipistrellus pipistrellus,0.509,0.577,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241010_094000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,48960.0,4.547588956196292,33.5605,33.5673,46953.0,57656.0,Echolocation,Pipistrellus pipistrellus,0.569,0.589,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241011_022000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,51840.0,22.832135345135406,111.4935,111.4975,44375.0,73049.0,Echolocation,Myotis alcathoe,0.26,0.561,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241011_022000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,52800.0,6.8271191722169515,89.3185,89.3239,48671.0,64102.0,Echolocation,Pipistrellus pipistrellus,0.38,0.524,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241011_024000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,46080.0,3.946629163394652,182.6825,182.6892,45234.0,51531.0,Echolocation,Pipistrellus pipistrellus,0.493,0.505,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241005_031000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,52800.0,18.63560616365765,91.4415,91.4449,44375.0,72120.0,Echolocation,Myotis alcathoe,0.452,0.542,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241011_024000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,48000.0,2.7664768560849726,180.7735,180.7795,47812.0,57728.0,Echolocation,Pipistrellus pipistrellus,0.548,0.567,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241011_024000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,49920.0,10.2648364455518,231.5145,231.5225,48671.0,64920.0,Echolocation,Pipistrellus pipistrellus,0.517,0.618,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241011_024000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,48960.0,7.708025224040258,266.9485,266.9572,47812.0,58905.0,Echolocation,Pipistrellus pipistrellus,0.504,0.524,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241010_110000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,46080.0,9.723620590555386,222.6025,222.6084,44375.0,51399.0,Echolocation,Pipistrellus pipistrellus,0.438,0.538,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241010_043000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,46080.0,6.785766318237538,180.5415,180.547,45234.0,54088.0,Echolocation,Pipistrellus pipistrellus,0.592,0.655,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241010_043000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,47040.0,7.818157773996303,150.0385,150.0443,45234.0,57585.0,Echolocation,Pipistrellus pipistrellus,0.589,0.624,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241010_043000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,50880.0,8.24983765287136,89.4225,89.4312,48671.0,65085.0,Echolocation,Pipistrellus pipistrellus,0.474,0.548,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241009_080000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,53760.0,18.10152719401405,90.5475,90.5509,44375.0,73805.0,Echolocation,Myotis alcathoe,0.355,0.508,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241009_080000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,48000.0,12.068962743502565,122.2815,122.2899,46953.0,63091.0,Echolocation,Pipistrellus pipistrellus,0.554,0.635,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241009_082000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,47040.0,4.776558854996862,18.7795,18.7857,46953.0,55162.0,Echolocation,Pipistrellus pipistrellus,0.581,0.621,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241009_084000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,48000.0,6.318588627567258,11.0885,11.0936,46093.0,57065.0,Echolocation,Pipistrellus pipistrellus,0.449,0.513,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241009_103000.WAV,recover-20241011,UBNA_008,E18 Bridge
LF,24000.0,6.314280824138113,85.37950000000001,85.3951,23750.0,26803.0,Echolocation,Nyctalus leisleri,0.476,0.533,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241011_203000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,54720.0,8.548039340613741,196.9615,196.9658,46953.0,62314.0,Echolocation,Pipistrellus pipistrellus,0.502,0.562,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241009_103000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,53760.0,7.844695126110285,260.9805,260.9888,47812.0,61618.0,Echolocation,Pipistrellus pipistrellus,0.46,0.505,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241009_104000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,51840.0,27.33647354088184,270.0305,270.0342,41796.0,79916.0,Echolocation,Myotis alcathoe,0.532,0.591,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241009_104000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,47040.0,12.062324086435442,0.6475,0.6591,45234.0,63779.0,Echolocation,Pipistrellus pipistrellus,0.387,0.51,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241005_032000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,52800.0,7.046562027044079,285.1275,285.132,48671.0,67477.0,Echolocation,Pipistrellus pipistrellus,0.464,0.516,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241009_111000.WAV,recover-20241011,UBNA_008,E18 Bridge
HF,44160.0,5.754154558333987,31.5925,31.6002,43515.0,55372.0,Echolocation,Pipistrellus pipistrellus,0.543,0.643,-1,192000.0,/mnt/ubna_data_04/recover-20241011/UBNA_008/20241009_122000.WAV,recover-20241011,UBNA_008,E18 Bridge
