KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,52800.0,7.167222024348955,284.7225,284.7273,52968.0,68647.0,Echolocation,Pipistrellus pipistrellus,0.325,0.541,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_007/20240821_034000.WAV,recover-20240829,UBNA_007,E18 Bridge
LF,23040.0,14.849763589889637,73.5315,73.5479,22890.0,27095.0,Echolocation,Nyctalus leisleri,0.481,0.617,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_007/20240822_113000.WAV,recover-20240829,UBNA_007,E18 Bridge
LF,23040.0,10.923682745827383,8.7035,8.7233,22890.0,26294.0,Echolocation,Nyctalus leisleri,0.506,0.535,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_007/20240822_150000.WAV,recover-20240829,UBNA_007,E18 Bridge
LF,24000.0,13.17942144675146,0.8905,0.9036,23750.0,26819.0,Echolocation,Nyctalus leisleri,0.518,0.539,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_007/20240822_155000.WAV,recover-20240829,UBNA_007,E18 Bridge
LF,24000.0,11.264066771985494,230.6745,230.6916,22890.0,25789.0,Echolocation,Nyctalus leisleri,0.549,0.563,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_007/20240822_181000.WAV,recover-20240829,UBNA_007,E18 Bridge
LF,24000.0,9.826944023459882,31.9355,31.9521,22890.0,25722.0,Echolocation,Nyctalus leisleri,0.62,0.637,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_007/20240822_195000.WAV,recover-20240829,UBNA_007,E18 Bridge
LF,23040.0,12.59570972449354,108.20949999999999,108.2252,22890.0,25846.0,Echolocation,Nyctalus leisleri,0.573,0.585,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_007/20240822_231000.WAV,recover-20240829,UBNA_007,E18 Bridge
LF,23040.0,9.634690479769084,18.0205,18.0372,22890.0,26977.0,Echolocation,Nyctalus leisleri,0.515,0.561,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_007/20240823_005000.WAV,recover-20240829,UBNA_007,E18 Bridge
LF,28800.0,16.24689074416515,18.9545,18.9666,28046.0,37905.0,Echolocation,Eptesicus serotinus,0.287,0.54,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_007/20240823_033000.WAV,recover-20240829,UBNA_007,E18 Bridge
HF,46080.0,12.984287005847692,56.313500000000005,56.3371,45234.0,49376.0,Echolocation,Pipistrellus pipistrellus,0.491,0.52,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_007/20240822_150000.WAV,recover-20240829,UBNA_007,E18 Bridge
LF,28800.0,17.2737916386294,36.0225,36.0344,28046.0,36274.0,Echolocation,Eptesicus serotinus,0.361,0.505,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_007/20240823_033000.WAV,recover-20240829,UBNA_007,E18 Bridge
