,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,1.5675,1.5816,23750,28219,Nyctalus leisleri,0.066,0.137,-1,Echolocation
1,10.8075,10.8158,46953,50538,Pipistrellus pipistrellus,0.164,0.178,-1,Echolocation
2,13.0705,13.0797,21171,29797,Plecotus austriacus,0.049,0.143,-1,Echolocation
3,15.1345,15.1476,22890,28848,Eptesicus serotinus,0.035,0.104,-1,Echolocation
4,15.8685,15.8796,44375,47596,Pipistrellus pipistrellus,0.092,0.105,-1,Echolocation
5,23.8015,23.8074,29765,38111,Plecotus auritus,0.036,0.101,-1,Echolocation
6,24.1235,24.1399,22890,26762,Nyctalus leisleri,0.063,0.123,-1,Echolocation
7,31.4955,31.5067,24609,29935,Nyctalus leisleri,0.071,0.181,-1,Echolocation
8,37.7085,37.7171,54687,59320,Pipistrellus pygmaeus,0.119,0.129,-1,Echolocation
9,42.2435,42.2586,22890,26473,Nyctalus leisleri,0.096,0.199,-1,Echolocation
10,44.5995,44.6072,40937,53248,Pipistrellus nathusii,0.041,0.114,-1,Echolocation
11,46.4645,46.4776,36640,39884,Pipistrellus nathusii,0.144,0.171,-1,Echolocation
12,50.3115,50.3219,32343,36276,Barbastellus barbastellus,0.055,0.141,-1,Echolocation
13,53.0875,53.1037,22031,26839,Nyctalus noctula,0.104,0.234,-1,Echolocation
14,59.8905,59.8965,29765,39840,Plecotus auritus,0.052,0.122,-1,Echolocation
15,62.3685,62.3822,50390,58331,Pipistrellus pipistrellus,0.084,0.125,-1,Echolocation
16,66.9305,66.9395,24609,32701,Eptesicus serotinus,0.151,0.311,-1,Echolocation
17,67.7145,67.7317,23750,27752,Nyctalus leisleri,0.057,0.128,-1,Echolocation
18,69.5515,69.5606,39218,43397,Pipistrellus nathusii,0.117,0.157,-1,Echolocation
19,78.7485,78.7545,26328,36901,Plecotus austriacus,0.054,0.154,-1,Echolocation
20,83.4235,83.4302,16015,26727,Plecotus auritus,0.106,0.139,-1,Echolocation
21,85.2115,85.2214,28906,34340,Nyctalus leisleri,0.128,0.241,-1,Echolocation
22,89.5085,89.5288,18593,22546,Nyctalus noctula,0.066,0.103,-1,Echolocation
23,95.7845,95.7909,29765,37167,Eptesicus serotinus,0.043,0.112,-1,Echolocation
24,102.4335,102.438,34921,50979,Barbastellus barbastellus,0.042,0.11,-1,Echolocation
25,103.3825,103.3927,27187,32619,Eptesicus serotinus,0.046,0.11,-1,Echolocation
26,105.7265,105.7301,31484,48941,Plecotus auritus,0.047,0.104,-1,Echolocation
27,109.6595,109.6714,26328,32151,Eptesicus serotinus,0.063,0.142,-1,Echolocation
28,125.0715,125.0829,42656,45266,Pipistrellus pipistrellus,0.107,0.126,-1,Echolocation
29,137.0725,137.0822,45234,48603,Pipistrellus pipistrellus,0.092,0.102,-1,Echolocation
30,140.3835,140.3968,37500,41838,Pipistrellus nathusii,0.069,0.116,-1,Echolocation
31,151.4495,151.4679,22890,26680,Nyctalus leisleri,0.106,0.193,-1,Echolocation
32,158.4005,158.4118,22890,27854,Nyctalus leisleri,0.059,0.162,-1,Echolocation
33,159.4945,159.5056,28906,35779,Eptesicus serotinus,0.087,0.121,-1,Echolocation
34,163.7025,163.7203,22890,27071,Nyctalus leisleri,0.081,0.157,-1,Echolocation
35,167.7215,167.743,18593,21525,Nyctalus noctula,0.107,0.159,-1,Echolocation
36,197.1585,197.1721,35781,39991,Pipistrellus nathusii,0.072,0.125,-1,Echolocation
37,204.9715,204.9844,38359,41325,Pipistrellus nathusii,0.059,0.103,-1,Echolocation
38,205.0005,205.0199,21171,24878,Nyctalus noctula,0.057,0.114,-1,Echolocation
39,208.1635,208.1796,14296,17551,Nyctalus noctula,0.072,0.103,-1,Echolocation
40,216.2955,216.306,26328,31175,Nyctalus leisleri,0.046,0.111,-1,Echolocation
41,223.7275,223.7335,35781,46150,Barbastellus barbastellus,0.095,0.133,-1,Echolocation
42,228.4905,228.5105,18593,23032,Nyctalus noctula,0.075,0.11,-1,Echolocation
43,232.4695,232.4769,28046,36614,Eptesicus serotinus,0.066,0.137,-1,Echolocation
44,249.0015,249.0183,19453,23736,Nyctalus noctula,0.058,0.102,-1,Echolocation
45,249.7285,249.7401,28906,33457,Eptesicus serotinus,0.079,0.146,-1,Echolocation
46,256.8975,256.9104,22031,27876,Nyctalus noctula,0.117,0.264,-1,Echolocation
47,257.9065,257.9198,24609,29229,Nyctalus leisleri,0.048,0.109,-1,Echolocation
48,263.5535,263.5605,28906,36930,Eptesicus serotinus,0.055,0.119,-1,Echolocation
49,265.5965,265.6092,38359,41428,Pipistrellus nathusii,0.156,0.197,-1,Echolocation
50,268.1275,268.14,32343,37193,Pipistrellus nathusii,0.085,0.176,-1,Echolocation
51,268.2205,268.2372,22890,27206,Nyctalus leisleri,0.061,0.128,-1,Echolocation
52,268.7205,268.7322,23750,28907,Nyctalus leisleri,0.083,0.218,-1,Echolocation
53,270.3615,270.3774,22890,27663,Nyctalus leisleri,0.067,0.155,-1,Echolocation
54,274.0185,274.0295,29765,35748,Eptesicus serotinus,0.092,0.139,-1,Echolocation
55,276.1665,276.179,26328,31212,Eptesicus serotinus,0.139,0.257,-1,Echolocation
56,276.5735,276.5902,20312,24035,Nyctalus noctula,0.049,0.101,-1,Echolocation
57,277.2355,277.2445,34921,44285,Barbastellus barbastellus,0.037,0.103,-1,Echolocation
58,280.6085,280.6213,56406,61385,Pipistrellus pygmaeus,0.143,0.155,-1,Echolocation
59,283.6125,283.6324,16015,19042,Nyctalus noctula,0.115,0.152,-1,Echolocation
