,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,53.0875,53.1037,22031,26839,Nyctalus noctula,0.104,0.234,-1,Echolocation
1,66.9305,66.9395,24609,32701,Eptesicus serotinus,0.151,0.311,-1,Echolocation
2,85.2115,85.2214,28906,34340,Nyctalus leisleri,0.128,0.241,-1,Echolocation
3,256.8975,256.9104,22031,27876,Nyctalus noctula,0.117,0.264,-1,Echolocation
4,276.1665,276.179,26328,31212,Eptesicus serotinus,0.139,0.257,-1,Echolocation
5,308.7645,308.7788,28906,33052,Nyctalus leisleri,0.116,0.222,-1,Echolocation
6,477.2555,477.2675,28046,33255,Eptesicus serotinus,0.15,0.274,-1,Echolocation
7,488.8765,488.888,34062,38739,Pipistrellus nathusii,0.139,0.251,-1,Echolocation
8,540.2585,540.2656,26328,36136,Eptesicus serotinus,0.11,0.296,-1,Echolocation
9,727.4665,727.4749,25468,34027,Eptesicus serotinus,0.107,0.27,-1,Echolocation
10,824.2785,824.3021,20312,24448,Nyctalus noctula,0.172,0.252,-1,Echolocation
11,858.0225,858.0405,23750,27567,Nyctalus leisleri,0.391,0.474,-1,Echolocation
12,859.2105,859.2256,23750,28152,Nyctalus leisleri,0.542,0.636,-1,Echolocation
13,859.4765,859.4905,23750,28839,Nyctalus leisleri,0.248,0.415,-1,Echolocation
14,860.2575,860.2741,23750,28729,Nyctalus leisleri,0.211,0.357,-1,Echolocation
15,861.0665,861.0796,23750,27998,Nyctalus leisleri,0.301,0.426,-1,Echolocation
16,861.8675,861.8828,22890,27242,Nyctalus leisleri,0.411,0.553,-1,Echolocation
17,862.1405,862.1571,23750,27918,Nyctalus leisleri,0.358,0.438,-1,Echolocation
18,869.0125,869.028,24609,29112,Nyctalus leisleri,0.222,0.409,-1,Echolocation
19,869.5455,869.5594,24609,28617,Nyctalus leisleri,0.184,0.325,-1,Echolocation
20,943.6135,943.6176,48671,85173,Myotis bechsteinii,0.13,0.232,-1,Echolocation
21,952.3735,952.3857,22890,29310,Nyctalus leisleri,0.09,0.25,-1,Echolocation
22,1060.6235,1060.6405,22890,27931,Nyctalus leisleri,0.141,0.275,-1,Echolocation
23,1060.9235,1060.9392,23750,28410,Nyctalus leisleri,0.212,0.331,-1,Echolocation
24,1066.7166,1066.7314,22031,25857,Nyctalus leisleri,0.327,0.503,-1,Echolocation
25,1067.0045,1067.0236,22031,26356,Nyctalus leisleri,0.403,0.507,-1,Echolocation
26,1067.7314,1067.7521,22890,26448,Nyctalus leisleri,0.223,0.298,-1,Echolocation
27,1068.0135,1068.0355,22031,25863,Nyctalus noctula,0.153,0.276,-1,Echolocation
28,1068.2405,1068.2576,22890,26227,Nyctalus leisleri,0.309,0.377,-1,Echolocation
29,1068.4515,1068.4644,23750,28895,Nyctalus leisleri,0.397,0.59,-1,Echolocation
30,1069.3564,1069.3722,22031,26131,Nyctalus leisleri,0.298,0.468,-1,Echolocation
31,1077.8445,1077.865,22031,25205,Nyctalus leisleri,0.257,0.313,-1,Echolocation
32,1078.5425,1078.5613,22890,27283,Nyctalus leisleri,0.19,0.328,-1,Echolocation
33,1082.2946,1082.3087,23750,28181,Nyctalus leisleri,0.424,0.553,-1,Echolocation
34,1085.3395,1085.3468,39218,45281,Pipistrellus nathusii,0.397,0.467,-1,Echolocation
35,1085.4375,1085.4443,40937,49376,Pipistrellus nathusii,0.414,0.489,-1,Echolocation
36,1088.7515,1088.7656,22890,29134,Nyctalus leisleri,0.208,0.526,-1,Echolocation
37,1089.3525,1089.3687,22031,27048,Nyctalus leisleri,0.481,0.594,-1,Echolocation
38,1089.6455,1089.6655,22031,28089,Nyctalus noctula,0.14,0.419,-1,Echolocation
39,1090.3485,1090.3684,22031,27398,Nyctalus leisleri,0.2,0.441,-1,Echolocation
40,1099.9604,1099.9744,23750,28938,Nyctalus leisleri,0.439,0.606,-1,Echolocation
41,1100.2455,1100.2605,22890,28309,Nyctalus leisleri,0.334,0.531,-1,Echolocation
42,1120.1825,1120.2017,22890,27153,Nyctalus leisleri,0.143,0.254,-1,Echolocation
43,1133.1064,1133.1211,22890,27856,Nyctalus leisleri,0.181,0.365,-1,Echolocation
44,1134.1085,1134.1289,22890,27097,Nyctalus leisleri,0.202,0.315,-1,Echolocation
45,1138.3165,1138.33,23750,28884,Nyctalus leisleri,0.334,0.52,-1,Echolocation
46,1164.3044,1164.3224,22890,26738,Nyctalus leisleri,0.251,0.349,-1,Echolocation
47,1173.0295,1173.0465,22031,26229,Nyctalus noctula,0.101,0.223,-1,Echolocation
48,1222.9275,1222.9324,29765,43945,Plecotus auritus,0.133,0.259,-1,Echolocation
49,1250.3044,1250.3209,22890,28764,Nyctalus leisleri,0.11,0.295,-1,Echolocation
50,1257.3175,1257.3304,25468,30739,Nyctalus leisleri,0.118,0.257,-1,Echolocation
51,1257.7795,1257.7925,34062,38158,Pipistrellus nathusii,0.113,0.222,-1,Echolocation
52,1329.9034,1329.9092,39218,51108,Myotis daubentonii,0.109,0.238,-1,Echolocation
53,1330.5585,1330.5645,40937,50204,Pipistrellus nathusii,0.16,0.292,-1,Echolocation
54,1330.7485,1330.7543,35781,47436,Barbastellus barbastellus,0.204,0.343,-1,Echolocation
55,1331.7935,1331.8033,34921,43420,Pipistrellus nathusii,0.178,0.392,-1,Echolocation
56,1332.3745,1332.3834,38359,44895,Pipistrellus nathusii,0.216,0.394,-1,Echolocation
57,1336.2686,1336.2843,22890,28529,Nyctalus leisleri,0.19,0.412,-1,Echolocation
58,1336.9315,1336.9447,23750,28513,Nyctalus leisleri,0.244,0.458,-1,Echolocation
59,1339.4585,1339.4717,23750,28569,Nyctalus leisleri,0.262,0.476,-1,Echolocation
60,1339.9926,1340.0071,23750,27585,Nyctalus leisleri,0.356,0.469,-1,Echolocation
61,1345.7695,1345.7809,23750,29231,Nyctalus leisleri,0.331,0.528,-1,Echolocation
62,1346.9775,1346.9889,25468,31206,Nyctalus leisleri,0.24,0.486,-1,Echolocation
63,1349.5594,1349.5767,22031,27074,Nyctalus leisleri,0.234,0.387,-1,Echolocation
64,1361.0605,1361.0745,22890,28385,Nyctalus leisleri,0.409,0.605,-1,Echolocation
65,1363.3695,1363.3835,22031,27080,Nyctalus leisleri,0.404,0.561,-1,Echolocation
66,1364.1685,1364.1825,22890,28198,Nyctalus leisleri,0.463,0.641,-1,Echolocation
67,1388.1295,1388.1471,26328,29456,Nyctalus leisleri,0.323,0.401,-1,Echolocation
68,1428.4485,1428.4709,23750,27654,Nyctalus leisleri,0.138,0.23,-1,Echolocation
69,1430.0505,1430.0647,23750,28354,Nyctalus leisleri,0.207,0.331,-1,Echolocation
70,1430.4355,1430.4546,23750,27963,Nyctalus leisleri,0.409,0.473,-1,Echolocation
71,1432.0594,1432.0809,23750,28198,Nyctalus leisleri,0.154,0.246,-1,Echolocation
72,1456.4945,1456.5042,34062,39405,Pipistrellus nathusii,0.09,0.238,-1,Echolocation
73,1478.0945,1478.1141,22031,25524,Nyctalus leisleri,0.139,0.226,-1,Echolocation
74,1502.5515,1502.5651,23750,27692,Nyctalus leisleri,0.268,0.386,-1,Echolocation
75,1556.2314,1556.2533,22031,25599,Nyctalus leisleri,0.188,0.25,-1,Echolocation
76,1556.7445,1556.7637,22890,26000,Nyctalus leisleri,0.22,0.302,-1,Echolocation
77,1557.0095,1557.0264,22890,26583,Nyctalus leisleri,0.295,0.397,-1,Echolocation
78,1557.2585,1557.2766,22031,27693,Nyctalus leisleri,0.209,0.446,-1,Echolocation
79,1557.5255,1557.541,22890,26975,Nyctalus leisleri,0.308,0.404,-1,Echolocation
80,1557.7965,1557.8134,23750,27968,Nyctalus leisleri,0.269,0.383,-1,Echolocation
