KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,47040.0,5.264970265235741,259.7025,259.7093,44375.0,58481.0,Echolocation,Pipistrellus pipistrellus,0.494,0.564,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_020/20240928_035000.WAV,recover-20241004,UBNA_020,E18 Bridge
HF,46080.0,3.6408888660662857,31.5865,31.5951,45234.0,50711.0,Echolocation,Pipistrellus pipistrellus,0.479,0.529,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_020/20241003_032000.WAV,recover-20241004,UBNA_020,E18 Bridge
HF,46080.0,6.825398238164633,82.2885,82.2958,45234.0,52824.0,Echolocation,Pipistrellus pipistrellus,0.481,0.532,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_020/20241003_030000.WAV,recover-20241004,UBNA_020,E18 Bridge
HF,48000.0,8.47702591196596,291.8505,291.856,46093.0,55314.0,Echolocation,Pipistrellus pipistrellus,0.503,0.537,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_020/20241003_024000.WAV,recover-20241004,UBNA_020,E18 Bridge
HF,54720.0,5.545505675759389,152.7345,152.7394,48671.0,63214.0,Echolocation,Pipistrellus pipistrellus,0.51,0.619,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_020/20241002_120000.WAV,recover-20241004,UBNA_020,E18 Bridge
HF,48960.0,10.64246181570178,294.0215,294.0274,45234.0,64040.0,Echolocation,Pipistrellus pipistrellus,0.368,0.506,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_020/20241002_112000.WAV,recover-20241004,UBNA_020,E18 Bridge
HF,48960.0,12.48168204334757,122.4755,122.4816,47812.0,64391.0,Echolocation,Pipistrellus pipistrellus,0.544,0.617,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_020/20241002_112000.WAV,recover-20241004,UBNA_020,E18 Bridge
HF,53760.0,9.285476150215707,182.6845,182.6891,45234.0,66627.0,Echolocation,Myotis alcathoe,0.316,0.515,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_020/20241002_111000.WAV,recover-20241004,UBNA_020,E18 Bridge
HF,48000.0,5.022476532542553,34.8465,34.8539,47812.0,59128.0,Echolocation,Pipistrellus pipistrellus,0.487,0.525,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_020/20241002_111000.WAV,recover-20241004,UBNA_020,E18 Bridge
HF,51840.0,21.41718618065383,42.5605,42.5643,46093.0,78161.0,Echolocation,Myotis alcathoe,0.454,0.578,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_020/20241002_110000.WAV,recover-20241004,UBNA_020,E18 Bridge
