date_and_time_UTC,bout_time_percentage,LFbout_time_percentage,HFbout_time_percentage
2025-04-07 23:20:00+00:00,0.0,0.0,0.0
2025-04-07 23:30:00+00:00,0.0,0.0,0.0
2025-04-07 23:40:00+00:00,0.0,0.0,0.0
2025-04-07 23:50:00+00:00,0.0,0.0,0.0
2025-04-08 00:00:00+00:00,0.0,0.0,0.0
2025-04-08 00:10:00+00:00,0.0,0.0,0.0
2025-04-08 00:20:00+00:00,0.0,0.0,0.0
2025-04-08 00:30:00+00:00,0.0,0.0,0.0
2025-04-08 00:40:00+00:00,0.0,0.0,0.0
2025-04-08 00:50:00+00:00,0.0,0.0,0.0
2025-04-08 01:00:00+00:00,0.0,0.0,0.0
2025-04-08 01:10:00+00:00,0.0,0.0,0.0
2025-04-08 01:20:00+00:00,0.0,0.0,0.0
2025-04-08 01:30:00+00:00,0.0,0.0,0.0
2025-04-08 01:40:00+00:00,0.0,0.0,0.0
2025-04-08 01:50:00+00:00,0.0,0.0,0.0
2025-04-08 02:00:00+00:00,0.0,0.0,0.0
2025-04-08 02:10:00+00:00,0.0,0.0,0.0
2025-04-08 02:20:00+00:00,0.0,0.0,0.0
2025-04-08 02:30:00+00:00,0.0,0.0,0.0
2025-04-08 02:40:00+00:00,0.0,0.0,0.0
2025-04-08 02:50:00+00:00,0.0,0.0,0.0
2025-04-08 03:00:00+00:00,0.0,0.0,0.0
2025-04-08 03:10:00+00:00,0.0,0.0,0.0
2025-04-08 03:20:00+00:00,0.0,0.0,0.0
2025-04-08 03:30:00+00:00,10.9791,4.511266666666666,6.467833333333334
2025-04-08 03:40:00+00:00,0.0,0.0,0.0
2025-04-08 03:50:00+00:00,0.0,0.0,0.0
2025-04-08 04:00:00+00:00,73.768,3.2225,70.5455
2025-04-08 04:10:00+00:00,0.0,0.0,0.0
2025-04-08 04:20:00+00:00,0.0,0.0,0.0
2025-04-08 04:30:00+00:00,0.0,0.0,0.0
2025-04-08 04:40:00+00:00,0.0,0.0,0.0
2025-04-08 04:50:00+00:00,0.0,0.0,0.0
2025-04-08 05:00:00+00:00,0.0,0.0,0.0
2025-04-08 05:10:00+00:00,0.0,0.0,0.0
2025-04-08 05:20:00+00:00,0.0,0.0,0.0
2025-04-08 05:30:00+00:00,2.1837666666666666,0.0,2.1837666666666666
2025-04-08 05:40:00+00:00,0.0,0.0,0.0
2025-04-08 05:50:00+00:00,0.0,0.0,0.0
2025-04-08 06:00:00+00:00,0.020233333333333332,0.0,0.020233333333333332
2025-04-08 06:10:00+00:00,0.0,0.0,0.0
2025-04-08 06:20:00+00:00,0.0,0.0,0.0
2025-04-08 06:30:00+00:00,0.0,0.0,0.0
2025-04-08 06:40:00+00:00,0.0,0.0,0.0
2025-04-08 06:50:00+00:00,0.0,0.0,0.0
2025-04-08 07:00:00+00:00,0.0,0.0,0.0
2025-04-08 07:10:00+00:00,0.0,0.0,0.0
2025-04-08 07:20:00+00:00,0.0,0.0,0.0
2025-04-08 07:30:00+00:00,0.0,0.0,0.0
2025-04-08 07:40:00+00:00,0.0,0.0,0.0
2025-04-08 07:50:00+00:00,0.0,0.0,0.0
2025-04-08 08:00:00+00:00,0.0,0.0,0.0
2025-04-08 08:10:00+00:00,0.0,0.0,0.0
2025-04-08 08:20:00+00:00,0.0,0.0,0.0
2025-04-08 08:30:00+00:00,0.0,0.0,0.0
2025-04-08 08:40:00+00:00,0.0,0.0,0.0
2025-04-08 08:50:00+00:00,0.0,0.0,0.0
2025-04-08 09:00:00+00:00,0.0,0.0,0.0
2025-04-08 09:10:00+00:00,0.0,0.0,0.0
2025-04-08 09:20:00+00:00,0.0,0.0,0.0
2025-04-08 09:30:00+00:00,0.0,0.0,0.0
2025-04-08 09:40:00+00:00,0.0,0.0,0.0
