,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,5.7835,5.7888,44375,58786,Pipistrellus pipistrellus,0.628,0.714,-1,Echolocation
1,97.6125,97.6177,46953,68780,Pipistrellus pipistrellus,0.62,0.701,-1,Echolocation
2,97.8825,97.8888,46953,67549,Pipistrellus pipistrellus,0.558,0.708,-1,Echolocation
3,162.8625,162.8704,47812,61902,Pipistrellus pipistrellus,0.515,0.682,-1,Echolocation
4,163.4895,163.497,46093,66322,Pipistrellus pipistrellus,0.583,0.69,-1,Echolocation
5,192.5115,192.5166,48671,70562,Pipistrellus pipistrellus,0.545,0.689,-1,Echolocation
6,192.7385,192.7449,48671,73589,Pipistrellus pipistrellus,0.505,0.682,-1,Echolocation
7,193.3545,193.3632,47812,70596,Pipistrellus pipistrellus,0.444,0.723,-1,Echolocation
8,367.8155,367.8249,38359,60577,Pipistrellus nathusii,0.711,0.73,-1,Echolocation
9,368.0115,368.0193,39218,57930,Pipistrellus nathusii,0.659,0.691,-1,Echolocation
10,401.9635,401.9762,24609,29373,Nyctalus leisleri,0.552,0.681,-1,Echolocation
11,417.8435,417.8578,23750,28797,Nyctalus leisleri,0.515,0.682,-1,Echolocation
12,433.3525,433.3583,48671,63041,Pipistrellus pipistrellus,0.579,0.699,-1,Echolocation
13,626.3205,626.3279,48671,63960,Pipistrellus pipistrellus,0.513,0.689,-1,Echolocation
14,719.7995,719.8118,26328,32648,Nyctalus leisleri,0.347,0.68,-1,Echolocation
15,719.9115,719.9216,27187,33372,Nyctalus leisleri,0.537,0.732,-1,Echolocation
16,965.3475,965.3569,47812,66398,Pipistrellus pipistrellus,0.434,0.7,-1,Echolocation
17,967.7425,967.7526,47812,65275,Pipistrellus pipistrellus,0.389,0.685,-1,Echolocation
18,968.4445,968.4547,46953,68058,Pipistrellus pipistrellus,0.488,0.702,-1,Echolocation
19,1011.0255,1011.041,24609,27561,Nyctalus leisleri,0.726,0.789,-1,Echolocation
20,1011.2825,1011.2972,24609,28348,Nyctalus leisleri,0.665,0.71,-1,Echolocation
21,1011.4215,1011.4335,26328,34497,Nyctalus leisleri,0.643,0.713,-1,Echolocation
22,1011.7995,1011.8126,25468,31243,Nyctalus leisleri,0.737,0.782,-1,Echolocation
23,1012.1885,1012.2045,24609,27729,Nyctalus leisleri,0.652,0.707,-1,Echolocation
24,1012.5545,1012.569,25468,29180,Nyctalus leisleri,0.666,0.732,-1,Echolocation
25,1012.9295,1012.9409,26328,31394,Nyctalus leisleri,0.689,0.76,-1,Echolocation
26,1013.6485,1013.6631,25468,29438,Nyctalus leisleri,0.642,0.704,-1,Echolocation
27,1092.9205,1092.9264,45234,66524,Pipistrellus pipistrellus,0.49,0.696,-1,Echolocation
28,1129.3395,1129.3535,26328,31431,Nyctalus leisleri,0.456,0.687,-1,Echolocation
29,1129.7166,1129.7294,25468,33272,Nyctalus leisleri,0.413,0.705,-1,Echolocation
30,1131.2875,1131.3004,26328,34379,Nyctalus leisleri,0.644,0.716,-1,Echolocation
31,1139.1665,1139.1721,46953,62550,Pipistrellus pipistrellus,0.652,0.78,-1,Echolocation
32,1195.9814,1195.9901,40078,57875,Pipistrellus nathusii,0.633,0.691,-1,Echolocation
33,1196.1696,1196.1781,40078,62089,Pipistrellus nathusii,0.715,0.736,-1,Echolocation
34,1196.9456,1196.9542,39218,67635,Pipistrellus nathusii,0.674,0.706,-1,Echolocation
35,1208.5375,1208.545,40078,59597,Pipistrellus nathusii,0.654,0.687,-1,Echolocation
36,1426.8304,1426.8389,40078,50486,Pipistrellus nathusii,0.678,0.706,-1,Echolocation
37,1444.9554,1444.9637,40937,54765,Pipistrellus nathusii,0.61,0.684,-1,Echolocation
38,1445.5074,1445.517,40078,52895,Pipistrellus nathusii,0.624,0.7,-1,Echolocation
39,1445.6075,1445.616,40078,53316,Pipistrellus nathusii,0.669,0.727,-1,Echolocation
40,1446.3986,1446.408,38359,53753,Pipistrellus nathusii,0.679,0.702,-1,Echolocation
41,1455.9635,1455.9722,40078,53253,Pipistrellus nathusii,0.618,0.704,-1,Echolocation
42,1457.4525,1457.4611,40078,50945,Pipistrellus nathusii,0.622,0.686,-1,Echolocation
43,1461.8665,1461.876,39218,50881,Pipistrellus nathusii,0.677,0.7,-1,Echolocation
44,1465.2155,1465.2263,46093,68495,Pipistrellus pipistrellus,0.501,0.681,-1,Echolocation
45,1465.3044,1465.3125,46093,67696,Pipistrellus pipistrellus,0.573,0.713,-1,Echolocation
46,1465.3774,1465.3864,45234,70120,Pipistrellus pipistrellus,0.641,0.753,-1,Echolocation
47,1467.1365,1467.1421,47812,59937,Pipistrellus pipistrellus,0.635,0.684,-1,Echolocation
48,1482.6215,1482.6279,47812,59729,Pipistrellus pipistrellus,0.576,0.683,-1,Echolocation
49,1492.1735,1492.1829,39218,58728,Pipistrellus nathusii,0.644,0.683,-1,Echolocation
50,1492.6005,1492.6095,38359,56374,Pipistrellus nathusii,0.62,0.682,-1,Echolocation
51,1492.7135,1492.7234,38359,48724,Pipistrellus nathusii,0.7,0.726,-1,Echolocation
52,1494.8564,1494.8621,47812,61253,Pipistrellus pipistrellus,0.641,0.721,-1,Echolocation
53,1501.3416,1501.3501,38359,56509,Pipistrellus nathusii,0.735,0.747,-1,Echolocation
54,1502.0015,1502.011,39218,60250,Pipistrellus nathusii,0.676,0.721,-1,Echolocation
55,1502.7415,1502.7505,39218,55290,Pipistrellus nathusii,0.629,0.683,-1,Echolocation
56,1513.1165,1513.1239,46953,60390,Pipistrellus pipistrellus,0.47,0.681,-1,Echolocation
57,1585.3445,1585.3527,40078,56929,Pipistrellus nathusii,0.699,0.711,-1,Echolocation
58,1585.6195,1585.6309,38359,55450,Pipistrellus nathusii,0.682,0.725,-1,Echolocation
59,1585.8254,1585.8361,39218,51746,Pipistrellus nathusii,0.699,0.71,-1,Echolocation
60,1603.3555,1603.365,39218,52654,Pipistrellus nathusii,0.686,0.729,-1,Echolocation
61,1604.4515,1604.4613,39218,51780,Pipistrellus nathusii,0.681,0.699,-1,Echolocation
62,1604.9655,1604.9735,39218,50376,Pipistrellus nathusii,0.666,0.68,-1,Echolocation
63,1614.1495,1614.1593,40078,54971,Pipistrellus nathusii,0.638,0.716,-1,Echolocation
64,1615.1425,1615.1515,40078,55543,Pipistrellus nathusii,0.677,0.711,-1,Echolocation
65,1615.2325,1615.2441,40078,55541,Pipistrellus nathusii,0.635,0.688,-1,Echolocation
66,1617.2465,1617.2551,39218,57880,Pipistrellus nathusii,0.7,0.732,-1,Echolocation
67,1617.5024,1617.5109,37500,47557,Pipistrellus nathusii,0.709,0.738,-1,Echolocation
68,1617.6956,1617.7056,38359,49449,Pipistrellus nathusii,0.718,0.747,-1,Echolocation
69,1629.7565,1629.7645,40078,52979,Pipistrellus nathusii,0.635,0.69,-1,Echolocation
70,1629.8525,1629.8621,39218,56644,Pipistrellus nathusii,0.669,0.722,-1,Echolocation
71,1630.6085,1630.618,40078,52750,Pipistrellus nathusii,0.677,0.703,-1,Echolocation
72,1630.9075,1630.9169,39218,53920,Pipistrellus nathusii,0.655,0.69,-1,Echolocation
73,1631.8005,1631.8118,40078,57603,Pipistrellus nathusii,0.655,0.681,-1,Echolocation
74,1632.3735,1632.3839,38359,53669,Pipistrellus nathusii,0.659,0.686,-1,Echolocation
75,1634.3595,1634.3685,40078,51237,Pipistrellus nathusii,0.641,0.69,-1,Echolocation
76,1693.4965,1693.5061,46953,63056,Pipistrellus pipistrellus,0.31,0.688,-1,Echolocation
77,1704.2166,1704.2261,39218,51747,Pipistrellus nathusii,0.61,0.682,-1,Echolocation
78,1704.4755,1704.4858,40078,56629,Pipistrellus nathusii,0.607,0.694,-1,Echolocation
79,1707.2834,1707.2935,39218,57288,Pipistrellus nathusii,0.635,0.684,-1,Echolocation
80,1707.3615,1707.3696,40937,54984,Pipistrellus nathusii,0.67,0.697,-1,Echolocation
81,1731.8335,1731.8436,40078,53678,Pipistrellus nathusii,0.618,0.705,-1,Echolocation
82,1741.1915,1741.2002,46953,65593,Pipistrellus pipistrellus,0.44,0.692,-1,Echolocation
83,1755.0795,1755.0847,48671,62149,Pipistrellus pipistrellus,0.651,0.705,-1,Echolocation
84,1765.4716,1765.481,46953,66036,Pipistrellus pipistrellus,0.477,0.685,-1,Echolocation
