,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,5.2725,5.2776,46093,61355,Pipistrellus pipistrellus,0.557,0.627,-1,Echolocation
1,5.7835,5.7888,44375,58786,Pipistrellus pipistrellus,0.628,0.714,-1,Echolocation
2,93.9795,93.9882,40078,50245,Pipistrellus nathusii,0.546,0.634,-1,Echolocation
3,97.0015,97.0069,47812,69492,Pipistrellus pipistrellus,0.507,0.633,-1,Echolocation
4,97.4345,97.4413,46953,68358,Pipistrellus pipistrellus,0.427,0.622,-1,Echolocation
5,97.6125,97.6177,46953,68780,Pipistrellus pipistrellus,0.62,0.701,-1,Echolocation
6,97.8825,97.8888,46953,67549,Pipistrellus pipistrellus,0.558,0.708,-1,Echolocation
7,162.8625,162.8704,47812,61902,Pipistrellus pipistrellus,0.515,0.682,-1,Echolocation
8,163.1325,163.1384,45234,70462,Pipistrellus pipistrellus,0.419,0.622,-1,Echolocation
9,163.4895,163.497,46093,66322,Pipistrellus pipistrellus,0.583,0.69,-1,Echolocation
10,163.7815,163.7888,47812,66978,Pipistrellus pipistrellus,0.49,0.656,-1,Echolocation
11,163.8465,163.8548,47812,65073,Pipistrellus pipistrellus,0.535,0.662,-1,Echolocation
12,181.3275,181.3352,39218,51449,Pipistrellus nathusii,0.614,0.643,-1,Echolocation
13,191.3755,191.3813,48671,61419,Pipistrellus pipistrellus,0.495,0.623,-1,Echolocation
14,192.4215,192.4267,48671,70346,Pipistrellus pipistrellus,0.43,0.624,-1,Echolocation
15,192.5115,192.5166,48671,70562,Pipistrellus pipistrellus,0.545,0.689,-1,Echolocation
16,192.7385,192.7449,48671,73589,Pipistrellus pipistrellus,0.505,0.682,-1,Echolocation
17,192.9445,192.95,48671,71522,Pipistrellus pipistrellus,0.482,0.676,-1,Echolocation
18,193.3545,193.3632,47812,70596,Pipistrellus pipistrellus,0.444,0.723,-1,Echolocation
19,195.4365,195.4441,46953,59965,Pipistrellus pipistrellus,0.418,0.656,-1,Echolocation
20,231.2105,231.2173,47812,65515,Pipistrellus pipistrellus,0.382,0.647,-1,Echolocation
21,231.3615,231.367,46953,66097,Pipistrellus pipistrellus,0.498,0.624,-1,Echolocation
22,231.4195,231.4263,46093,67113,Pipistrellus pipistrellus,0.449,0.623,-1,Echolocation
23,232.5925,232.6006,47812,54544,Pipistrellus pipistrellus,0.396,0.621,-1,Echolocation
24,246.0615,246.0667,46953,61459,Pipistrellus pipistrellus,0.317,0.621,-1,Echolocation
25,246.6245,246.6294,48671,60658,Pipistrellus pipistrellus,0.469,0.621,-1,Echolocation
26,247.3425,247.3496,47812,57771,Pipistrellus pipistrellus,0.435,0.662,-1,Echolocation
27,260.9155,260.923,46953,61783,Pipistrellus pipistrellus,0.437,0.629,-1,Echolocation
28,261.4365,261.442,46953,59185,Pipistrellus pipistrellus,0.455,0.632,-1,Echolocation
29,271.4495,271.4552,47812,60602,Pipistrellus pipistrellus,0.589,0.64,-1,Echolocation
