,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,3.7705,3.7774,46093,54897,Pipistrellus pipistrellus,0.505,0.541,-1,Echolocation
1,4.3085,4.3139,46093,58971,Pipistrellus pipistrellus,0.512,0.542,-1,Echolocation
2,5.0035,5.0094,45234,60411,Pipistrellus pipistrellus,0.491,0.544,-1,Echolocation
3,5.1515,5.1568,46093,61553,Pipistrellus pipistrellus,0.443,0.519,-1,Echolocation
4,5.2725,5.2776,46093,61355,Pipistrellus pipistrellus,0.557,0.627,-1,Echolocation
5,5.7835,5.7888,44375,58786,Pipistrellus pipistrellus,0.628,0.714,-1,Echolocation
6,8.2815,8.2895,38359,47027,Pipistrellus nathusii,0.346,0.513,-1,Echolocation
7,9.1595,9.1669,38359,47401,Pipistrellus nathusii,0.447,0.532,-1,Echolocation
8,9.4335,9.4418,38359,45616,Pipistrellus nathusii,0.454,0.557,-1,Echolocation
9,9.6025,9.611,38359,48501,Pipistrellus nathusii,0.406,0.525,-1,Echolocation
10,10.8665,10.8737,38359,47874,Pipistrellus nathusii,0.502,0.529,-1,Echolocation
11,32.6185,32.6344,24609,28318,Nyctalus leisleri,0.437,0.574,-1,Echolocation
12,36.7825,36.7982,24609,29390,Nyctalus leisleri,0.43,0.527,-1,Echolocation
13,37.3135,37.3277,23750,28035,Nyctalus leisleri,0.355,0.519,-1,Echolocation
14,37.9195,37.9353,24609,28338,Nyctalus leisleri,0.366,0.561,-1,Echolocation
15,38.6305,38.6472,23750,29324,Nyctalus leisleri,0.377,0.594,-1,Echolocation
16,38.9305,38.9464,23750,28946,Nyctalus leisleri,0.354,0.51,-1,Echolocation
17,39.9245,39.9295,46953,57103,Pipistrellus pipistrellus,0.504,0.551,-1,Echolocation
18,40.2255,40.2456,24609,28081,Nyctalus leisleri,0.376,0.529,-1,Echolocation
19,40.8365,40.841,48671,57813,Pipistrellus pipistrellus,0.468,0.51,-1,Echolocation
20,40.9515,40.9561,46093,62460,Pipistrellus pipistrellus,0.472,0.543,-1,Echolocation
21,40.9605,40.9796,24609,28326,Nyctalus leisleri,0.429,0.57,-1,Echolocation
22,41.0555,41.0614,46093,63209,Pipistrellus pipistrellus,0.419,0.601,-1,Echolocation
23,41.8345,41.8497,23750,30125,Eptesicus serotinus,0.261,0.514,-1,Echolocation
24,44.7005,44.7171,24609,27758,Nyctalus leisleri,0.441,0.565,-1,Echolocation
25,45.3075,45.3148,39218,45000,Pipistrellus nathusii,0.496,0.527,-1,Echolocation
26,46.6375,46.6544,24609,29872,Nyctalus leisleri,0.331,0.535,-1,Echolocation
27,48.6135,48.6313,23750,27929,Nyctalus leisleri,0.479,0.568,-1,Echolocation
28,49.4555,49.472,24609,28447,Nyctalus leisleri,0.469,0.616,-1,Echolocation
29,49.8765,49.8916,22890,28096,Nyctalus leisleri,0.262,0.542,-1,Echolocation
30,51.0385,51.0589,23750,27402,Nyctalus leisleri,0.435,0.532,-1,Echolocation
31,52.8165,52.8352,24609,28308,Nyctalus leisleri,0.448,0.609,-1,Echolocation
32,63.9615,63.9665,48671,57364,Pipistrellus pipistrellus,0.449,0.521,-1,Echolocation
33,64.0955,64.1,47812,62375,Pipistrellus pipistrellus,0.536,0.592,-1,Echolocation
34,64.2305,64.2348,48671,59280,Pipistrellus pipistrellus,0.502,0.542,-1,Echolocation
35,64.5265,64.5309,46953,59250,Pipistrellus pipistrellus,0.517,0.556,-1,Echolocation
36,64.6335,64.6377,46953,62552,Pipistrellus pipistrellus,0.498,0.565,-1,Echolocation
37,64.7255,64.7313,47812,55317,Pipistrellus pipistrellus,0.576,0.59,-1,Echolocation
38,64.7825,64.7864,46093,60372,Pipistrellus pipistrellus,0.464,0.509,-1,Echolocation
39,64.8295,64.8339,47812,58582,Pipistrellus pipistrellus,0.504,0.52,-1,Echolocation
40,65.0515,65.0555,47812,60853,Pipistrellus pipistrellus,0.518,0.551,-1,Echolocation
41,65.3465,65.3521,46953,62630,Pipistrellus pipistrellus,0.539,0.619,-1,Echolocation
42,65.4035,65.4078,46953,64498,Pipistrellus pipistrellus,0.519,0.583,-1,Echolocation
