,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,3.7705,3.7774,46093,54897,Pipistrellus pipistrellus,0.505,0.541,-1,Echolocation
1,4.3085,4.3139,46093,58971,Pipistrellus pipistrellus,0.512,0.542,-1,Echolocation
2,5.0035,5.0094,45234,60411,Pipistrellus pipistrellus,0.491,0.544,-1,Echolocation
3,5.2725,5.2776,46093,61355,Pipistrellus pipistrellus,0.557,0.627,-1,Echolocation
4,5.7835,5.7888,44375,58786,Pipistrellus pipistrellus,0.628,0.714,-1,Echolocation
5,9.4335,9.4418,38359,45616,Pipistrellus nathusii,0.454,0.557,-1,Echolocation
6,32.6185,32.6344,24609,28318,Nyctalus leisleri,0.437,0.574,-1,Echolocation
7,37.9195,37.9353,24609,28338,Nyctalus leisleri,0.366,0.561,-1,Echolocation
8,38.6305,38.6472,23750,29324,Nyctalus leisleri,0.377,0.594,-1,Echolocation
9,39.9245,39.9295,46953,57103,Pipistrellus pipistrellus,0.504,0.551,-1,Echolocation
10,40.9515,40.9561,46093,62460,Pipistrellus pipistrellus,0.472,0.543,-1,Echolocation
11,40.9605,40.9796,24609,28326,Nyctalus leisleri,0.429,0.57,-1,Echolocation
12,41.0555,41.0614,46093,63209,Pipistrellus pipistrellus,0.419,0.601,-1,Echolocation
13,44.7005,44.7171,24609,27758,Nyctalus leisleri,0.441,0.565,-1,Echolocation
14,48.6135,48.6313,23750,27929,Nyctalus leisleri,0.479,0.568,-1,Echolocation
15,49.4555,49.472,24609,28447,Nyctalus leisleri,0.469,0.616,-1,Echolocation
16,49.8765,49.8916,22890,28096,Nyctalus leisleri,0.262,0.542,-1,Echolocation
17,52.8165,52.8352,24609,28308,Nyctalus leisleri,0.448,0.609,-1,Echolocation
18,64.0955,64.1,47812,62375,Pipistrellus pipistrellus,0.536,0.592,-1,Echolocation
19,64.2305,64.2348,48671,59280,Pipistrellus pipistrellus,0.502,0.542,-1,Echolocation
20,64.5265,64.5309,46953,59250,Pipistrellus pipistrellus,0.517,0.556,-1,Echolocation
21,64.6335,64.6377,46953,62552,Pipistrellus pipistrellus,0.498,0.565,-1,Echolocation
22,64.7255,64.7313,47812,55317,Pipistrellus pipistrellus,0.576,0.59,-1,Echolocation
23,65.0515,65.0555,47812,60853,Pipistrellus pipistrellus,0.518,0.551,-1,Echolocation
24,65.3465,65.3521,46953,62630,Pipistrellus pipistrellus,0.539,0.619,-1,Echolocation
25,65.4035,65.4078,46953,64498,Pipistrellus pipistrellus,0.519,0.583,-1,Echolocation
26,65.4555,65.4598,46093,61158,Pipistrellus pipistrellus,0.472,0.547,-1,Echolocation
27,65.7595,65.7639,48671,61572,Pipistrellus pipistrellus,0.494,0.557,-1,Echolocation
28,82.0955,82.103,40078,50492,Pipistrellus nathusii,0.485,0.558,-1,Echolocation
29,93.6915,93.6991,40078,49124,Pipistrellus nathusii,0.558,0.586,-1,Echolocation
30,93.8845,93.8926,40078,48704,Pipistrellus nathusii,0.553,0.61,-1,Echolocation
31,93.9795,93.9882,40078,50245,Pipistrellus nathusii,0.546,0.634,-1,Echolocation
32,94.0745,94.0818,38359,48093,Pipistrellus nathusii,0.571,0.61,-1,Echolocation
33,94.2455,94.2538,39218,49325,Pipistrellus nathusii,0.484,0.614,-1,Echolocation
34,94.6335,94.6411,39218,51013,Pipistrellus nathusii,0.477,0.575,-1,Echolocation
35,95.3725,95.377,49531,61128,Pipistrellus pipistrellus,0.266,0.545,-1,Echolocation
36,96.6615,96.6671,45234,72122,Pipistrellus pipistrellus,0.418,0.558,-1,Echolocation
37,96.7335,96.7406,48671,67922,Pipistrellus pipistrellus,0.456,0.546,-1,Echolocation
38,96.8905,96.8966,46093,76002,Pipistrellus pipistrellus,0.273,0.549,-1,Echolocation
39,97.0015,97.0069,47812,69492,Pipistrellus pipistrellus,0.507,0.633,-1,Echolocation
40,97.1815,97.1866,46093,70252,Pipistrellus pipistrellus,0.461,0.541,-1,Echolocation
41,97.2525,97.2577,46093,70756,Pipistrellus pipistrellus,0.406,0.581,-1,Echolocation
42,97.3065,97.3113,46093,69663,Pipistrellus pipistrellus,0.465,0.592,-1,Echolocation
