,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,5.2725,5.2776,46093,61355,Pipistrellus pipistrellus,0.557,0.627,-1,Echolocation
1,5.7835,5.7888,44375,58786,Pipistrellus pipistrellus,0.628,0.714,-1,Echolocation
2,41.0555,41.0614,46093,63209,Pipistrellus pipistrellus,0.419,0.601,-1,Echolocation
3,49.4555,49.472,24609,28447,Nyctalus leisleri,0.469,0.616,-1,Echolocation
4,52.8165,52.8352,24609,28308,Nyctalus leisleri,0.448,0.609,-1,Echolocation
5,65.3465,65.3521,46953,62630,Pipistrellus pipistrellus,0.539,0.619,-1,Echolocation
6,93.8845,93.8926,40078,48704,Pipistrellus nathusii,0.553,0.61,-1,Echolocation
7,93.9795,93.9882,40078,50245,Pipistrellus nathusii,0.546,0.634,-1,Echolocation
8,94.0745,94.0818,38359,48093,Pipistrellus nathusii,0.571,0.61,-1,Echolocation
9,94.2455,94.2538,39218,49325,Pipistrellus nathusii,0.484,0.614,-1,Echolocation
10,97.0015,97.0069,47812,69492,Pipistrellus pipistrellus,0.507,0.633,-1,Echolocation
11,97.4345,97.4413,46953,68358,Pipistrellus pipistrellus,0.427,0.622,-1,Echolocation
12,97.6125,97.6177,46953,68780,Pipistrellus pipistrellus,0.62,0.701,-1,Echolocation
13,97.8825,97.8888,46953,67549,Pipistrellus pipistrellus,0.558,0.708,-1,Echolocation
14,124.4055,124.4113,46953,59920,Pipistrellus pipistrellus,0.418,0.618,-1,Echolocation
15,162.8625,162.8704,47812,61902,Pipistrellus pipistrellus,0.515,0.682,-1,Echolocation
16,163.1325,163.1384,45234,70462,Pipistrellus pipistrellus,0.419,0.622,-1,Echolocation
17,163.4895,163.497,46093,66322,Pipistrellus pipistrellus,0.583,0.69,-1,Echolocation
18,163.7815,163.7888,47812,66978,Pipistrellus pipistrellus,0.49,0.656,-1,Echolocation
19,163.8465,163.8548,47812,65073,Pipistrellus pipistrellus,0.535,0.662,-1,Echolocation
20,164.0195,164.0281,46093,63474,Pipistrellus pipistrellus,0.403,0.61,-1,Echolocation
21,164.7675,164.7742,46093,59838,Pipistrellus pipistrellus,0.423,0.604,-1,Echolocation
22,181.3275,181.3352,39218,51449,Pipistrellus nathusii,0.614,0.643,-1,Echolocation
23,181.7185,181.7264,39218,54693,Pipistrellus nathusii,0.524,0.619,-1,Echolocation
24,188.3635,188.3719,39218,54768,Pipistrellus nathusii,0.56,0.616,-1,Echolocation
25,191.3755,191.3813,48671,61419,Pipistrellus pipistrellus,0.495,0.623,-1,Echolocation
26,192.4215,192.4267,48671,70346,Pipistrellus pipistrellus,0.43,0.624,-1,Echolocation
27,192.5115,192.5166,48671,70562,Pipistrellus pipistrellus,0.545,0.689,-1,Echolocation
28,192.7385,192.7449,48671,73589,Pipistrellus pipistrellus,0.505,0.682,-1,Echolocation
29,192.9445,192.95,48671,71522,Pipistrellus pipistrellus,0.482,0.676,-1,Echolocation
