,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event
0,1.7295,1.7372,46953,51210,Pipistrellus pipistrellus,0.37,0.411,-1,Echolocation
1,3.7705,3.7774,46093,54897,Pipistrellus pipistrellus,0.505,0.541,-1,Echolocation
2,3.9105,3.9159,46093,59271,Pipistrellus pipistrellus,0.376,0.457,-1,Echolocation
3,4.3085,4.3139,46093,58971,Pipistrellus pipistrellus,0.512,0.542,-1,Echolocation
4,4.4425,4.4476,44375,60173,Pipistrellus pipistrellus,0.351,0.464,-1,Echolocation
5,4.5735,4.5789,44375,60299,Pipistrellus pipistrellus,0.282,0.412,-1,Echolocation
6,4.7075,4.7128,45234,66360,Pipistrellus pipistrellus,0.232,0.357,-1,Echolocation
7,4.8505,4.8558,45234,62346,Pipistrellus pipistrellus,0.398,0.5,-1,Echolocation
8,5.0035,5.0094,45234,60411,Pipistrellus pipistrellus,0.491,0.544,-1,Echolocation
9,5.1515,5.1568,46093,61553,Pipistrellus pipistrellus,0.443,0.519,-1,Echolocation
10,5.2725,5.2776,46093,61355,Pipistrellus pipistrellus,0.557,0.627,-1,Echolocation
11,5.4215,5.4282,46953,60838,Pipistrellus pipistrellus,0.222,0.371,-1,Echolocation
12,5.5135,5.5198,50390,57425,Pipistrellus pipistrellus,0.347,0.408,-1,Echolocation
13,5.6455,5.651,46953,56639,Pipistrellus pipistrellus,0.355,0.371,-1,Echolocation
14,5.7835,5.7888,44375,58786,Pipistrellus pipistrellus,0.628,0.714,-1,Echolocation
15,5.9225,5.9286,46093,59203,Pipistrellus pipistrellus,0.338,0.377,-1,Echolocation
16,8.2815,8.2895,38359,47027,Pipistrellus nathusii,0.346,0.513,-1,Echolocation
17,8.5745,8.582,39218,45534,Pipistrellus nathusii,0.398,0.437,-1,Echolocation
18,8.8705,8.8804,39218,45297,Pipistrellus nathusii,0.338,0.426,-1,Echolocation
19,8.9675,8.9771,38359,47688,Pipistrellus nathusii,0.364,0.434,-1,Echolocation
20,9.0615,9.0693,40078,46504,Pipistrellus nathusii,0.297,0.341,-1,Echolocation
21,9.1595,9.1669,38359,47401,Pipistrellus nathusii,0.447,0.532,-1,Echolocation
22,9.3375,9.3442,39218,47887,Pipistrellus nathusii,0.221,0.366,-1,Echolocation
23,9.4335,9.4418,38359,45616,Pipistrellus nathusii,0.454,0.557,-1,Echolocation
24,9.6025,9.611,38359,48501,Pipistrellus nathusii,0.406,0.525,-1,Echolocation
25,9.7005,9.7084,37500,44611,Pipistrellus nathusii,0.259,0.437,-1,Echolocation
26,9.8805,9.8885,38359,48348,Pipistrellus nathusii,0.312,0.475,-1,Echolocation
27,10.1205,10.1281,39218,45867,Pipistrellus nathusii,0.438,0.483,-1,Echolocation
28,10.2105,10.2209,38359,48918,Pipistrellus nathusii,0.32,0.416,-1,Echolocation
29,10.8665,10.8737,38359,47874,Pipistrellus nathusii,0.502,0.529,-1,Echolocation
30,31.1865,31.2021,23750,29494,Nyctalus leisleri,0.146,0.332,-1,Echolocation
31,32.6185,32.6344,24609,28318,Nyctalus leisleri,0.437,0.574,-1,Echolocation
32,32.6285,32.6332,46953,59604,Pipistrellus pipistrellus,0.339,0.415,-1,Echolocation
33,33.0855,33.1005,24609,28311,Nyctalus leisleri,0.214,0.369,-1,Echolocation
34,33.4915,33.505,24609,28454,Nyctalus leisleri,0.231,0.419,-1,Echolocation
35,35.9125,35.9322,25468,28407,Nyctalus leisleri,0.272,0.342,-1,Echolocation
36,36.7825,36.7982,24609,29390,Nyctalus leisleri,0.43,0.527,-1,Echolocation
37,37.0215,37.0432,24609,28635,Nyctalus leisleri,0.234,0.359,-1,Echolocation
38,37.3135,37.3277,23750,28035,Nyctalus leisleri,0.355,0.519,-1,Echolocation
39,37.6205,37.6386,23750,29359,Nyctalus leisleri,0.2,0.378,-1,Echolocation
40,37.9195,37.9353,24609,28338,Nyctalus leisleri,0.366,0.561,-1,Echolocation
41,38.3505,38.3693,22890,28262,Nyctalus leisleri,0.245,0.405,-1,Echolocation
42,38.6305,38.6472,23750,29324,Nyctalus leisleri,0.377,0.594,-1,Echolocation
43,38.9305,38.9464,23750,28946,Nyctalus leisleri,0.354,0.51,-1,Echolocation
44,39.3685,39.3885,23750,28807,Nyctalus leisleri,0.284,0.455,-1,Echolocation
45,39.7945,39.8136,24609,28193,Nyctalus leisleri,0.42,0.497,-1,Echolocation
46,39.9245,39.9295,46953,57103,Pipistrellus pipistrellus,0.504,0.551,-1,Echolocation
47,40.2255,40.2456,24609,28081,Nyctalus leisleri,0.376,0.529,-1,Echolocation
48,40.4115,40.4161,47812,57688,Pipistrellus pipistrellus,0.334,0.345,-1,Echolocation
49,40.5385,40.5592,24609,27503,Nyctalus leisleri,0.365,0.461,-1,Echolocation
50,40.8365,40.841,48671,57813,Pipistrellus pipistrellus,0.468,0.51,-1,Echolocation
